variant_id,source_type,source_id,source_field,query_variant
1839,spot,283,description,带家里老人和小孩去成都玩，哪些景点比较轻松不累又好玩？
1840,spot,283,description,成都的宽窄巷子和锦里哪个更值得去？体验有啥不一样？
1841,spot,266,cultural_context,水井坊博物馆几点开门？门票多少钱一张？
1842,spot,266,cultural_context,这个白酒博物馆在成都哪个位置，坐地铁怎么过去方便？
1843,spot,266,cultural_context,里面除了看老酒坊，有没有可以品酒或者互动体验的项目？
1844,spot,266,cultural_context,带家里老人和小孩去逛水井坊博物馆合适吗？大概能玩多久？
1845,spot,266,cultural_context,网上都说这是中国白酒第一坊，实际去过的体验怎么样，值不值得专程跑一趟？
1846,spot,283,travel_tips,武侯祠里的那个景点，一般早上几点开门啊？
1847,spot,283,travel_tips,武侯祠门票多少钱一张，里面这个景点还单独收费不？
1848,spot,283,travel_tips,从地铁站怎么走到武侯祠，进去后这个景点大概逛多久合适？
1849,spot,283,travel_tips,这个景点带小孩去玩有意思吗，会不会太枯燥？
1850,spot,283,travel_tips,武侯祠这个景点好不好玩，值不值得专门绕过去看一眼？
1851,spot,283,cultural_context,武侯祠里的群贤堂几点关门啊？参观大概要留多长时间？
1852,spot,283,cultural_context,群贤堂的门票是包含在武侯祠大门票里，还是要单独再买？多少钱？
1853,spot,283,cultural_context,群贤堂具体在武侯祠哪个位置？从正门进去怎么走最快？
1854,spot,283,cultural_context,群贤堂里面那些塑像好看吗？值不值得专门去一趟？
1855,spot,283,cultural_context,带6岁小孩去群贤堂合适吗？会不会太闷，孩子能看懂吗？
1856,spot,288,description,成都的博物馆一般几点开门啊？
1857,spot,288,description,去成都博物馆门票要多少钱？
1858,spot,288,description,从春熙路怎么坐车去成都博物馆？
1859,spot,288,description,带小孩去成都博物馆玩合适吗？
1860,spot,288,description,成都博物馆里面好玩吗？大概能逛多久？
1861,spot,288,travel_tips,这个馆几点开门呀？大概逛多久能逛完？
1862,spot,288,travel_tips,进去要门票不？需要提前预约吗？
1863,spot,288,travel_tips,这个地方在哪儿啊？坐地铁方便吗？
1864,spot,288,travel_tips,里面好玩吗？值不值得专门跑一趟？
1865,spot,288,travel_tips,带5岁小孩去合适不？里面冷气会不会太足？
1866,spot,288,cultural_context,成都博物馆C区早上几点开门？需要提前预约吗？
1867,spot,288,cultural_context,去成都博物馆C区看石犀和说唱俑，门票要多少钱？
1868,spot,288,cultural_context,从春熙路坐地铁怎么去成都博物馆C区？大概要多久？
1869,spot,288,cultural_context,成都博物馆C区逛下来要多久？里面有没有互动体验，好玩吗？
1870,spot,288,cultural_context,带5岁小孩去成都博物馆C区合适吗？会不会太枯燥？
1871,spot,322,description,成都那些风景名胜一般几点开门？下午去会不会太赶？
1872,spot,322,description,去成都的风景名胜玩一圈，门票大概要多少钱？有没有学生票或联票？
1873,spot,322,description,成都的风景名胜都在哪些位置？从市区坐地铁或公交怎么去最方便？
1874,spot,322,description,这些风景名胜到底好不好玩？第一次去成都，最推荐去哪个？
1875,spot,322,description,带小孩去这些风景名胜合适吗？有没有适合亲子游的路线或者注意事项？
1876,spot,322,travel_tips,永陵早上几点开门？大概逛多久比较合适？
1877,spot,322,travel_tips,现在永陵的门票是多少钱一张？有没有学生票或者老年优惠？
1878,spot,322,travel_tips,永陵地宫在成都哪个位置？坐地铁或者公交怎么过去方便？
1879,spot,322,travel_tips,永陵里面除了地宫还有啥好玩的？值不值得专门跑一趟？
1880,spot,322,travel_tips,带家里老人和小孩去永陵参观合适吗？地宫里面会不会很挤或者不好走？
1881,spot,322,cultural_context,永陵博物馆几点开门关门啊？门票多少钱一张？
1882,spot,322,cultural_context,请问永陵怎么去最方便？坐地铁能到吗？
1883,spot,322,cultural_context,永陵里面好玩吗？大概逛多久能看完？
1884,spot,322,cultural_context,带小孩去永陵合适吗？会不会太枯燥？
1885,spot,322,cultural_context,永陵那个地宫石刻和伎乐浮雕，现场看真的有那么精美吗？值不值得专门跑一趟？
1886,spot,343,description,成都那些风景名胜一般几点开门关门？
1887,spot,343,description,去成都的风景名胜玩，门票大概多少钱一张？
1888,spot,343,description,从春熙路怎么坐车去这些风景名胜区？
1889,spot,343,description,带5岁小孩去成都的风景名胜逛，方便吗？有没有适合小朋友的玩法？
1890,spot,343,description,成都这些风景名胜到底好不好玩，值不值得专门跑一趟？
1891,spot,343,travel_tips,金沙遗址博物馆里的乌木林早上几点开门啊？我想趁人少去拍两张照。
1892,spot,343,travel_tips,去乌木林是不是要单独买票？还是买博物馆70块的门票就能直接进？
1893,spot,343,travel_tips,请问乌木林在博物馆里面哪个位置？从正门走过去大概要多久？
1894,spot,343,travel_tips,那个乌木林好玩吗？值不值得专门绕过去看，还是就几根木头？
1895,spot,343,travel_tips,带5岁小孩去乌木林合适吗？会不会太晒或者没什么可玩的？
1896,spot,343,cultural_context,金沙遗址那个乌木林早上几点开门？我想早点去人少点拍照。
1897,spot,343,cultural_context,去金沙遗址看乌木林门票多少钱一张？学生或者老人有优惠吗？
1898,spot,343,cultural_context,那个乌木林在金沙遗址博物馆里面还是外面？坐地铁几号线能到？
1899,spot,343,cultural_context,带小孩去金沙遗址看乌木林合适吗？小朋友会不会觉得无聊？
1900,spot,343,cultural_context,金沙遗址的乌木林到底好玩不？值不值得专门跑一趟去看？
1901,spot,372,cultural_context,川菜博物馆几点开门？关门时间是什么时候？
1902,spot,372,cultural_context,去一趟门票多少钱？有没有学生票或者老人优惠？
1903,spot,372,cultural_context,这个地方在成都哪个位置？坐地铁或者公交怎么过去方便？
1904,spot,372,cultural_context,里面除了看酱缸和灶台，还有没有能试吃或者自己动手做菜的活动？
1905,spot,372,cultural_context,带5岁小孩去合适吗？会不会觉得无聊，有没有互动体验项目？
1906,spot,372,description,成都的博物馆一般几点开门关门哇？
1907,spot,372,description,去成都博物馆门票要多少钱，需不需要提前预约？
1908,spot,372,description,从春熙路坐地铁怎么到成都博物馆，大概要多久？
1909,spot,372,description,成都博物馆里有什么好玩的展品，逛一圈大概要多久？
1910,spot,372,description,带5岁小孩去成都博物馆合适吗，有没有适合孩子的互动项目？
1911,spot,372,travel_tips,这个川菜博物馆几点开门关门啊？游览大概要花多久？
1912,spot,372,travel_tips,门票多少钱一张？含讲解和品尝是真的吗，还是另外收费？
1913,spot,372,travel_tips,从市区怎么过去方便？坐地铁6号线到望丛祠站后打车要多久？
1914,spot,372,travel_tips,带5岁小孩去合适吗？里面有没有小朋友能玩的互动项目？
1915,spot,372,travel_tips,现场能直接买票吗，还是必须提前预约？节假日去会不会挤爆？
1916,spot,373,description,成都那些有名的景点一般几点开门关门啊？我想安排一天逛两三个地方。
1917,spot,373,description,去成都旅游，像宽窄巷子、武侯祠这些地方门票大概多少钱？有没有免费开放的？
1918,spot,373,description,从春熙路怎么坐地铁或公交去都江堰景区最方便？大概要多久？
1919,spot,373,description,带5岁小孩去成都玩，哪些景点比较轻松有趣，不会太累？有推荐吗？
1920,spot,373,description,成都周边像青城山、乐山大佛这种，一天来回够不够玩？好玩吗？
1921,spot,373,travel_tips,洛带古镇那个湖广会馆几点开门哇？
1922,spot,373,travel_tips,去湖广会馆要不要买门票，大概逛多久合适？
1923,spot,373,travel_tips,坐公交219路到洛带古镇哪个站下，下车后好找不？
1924,spot,373,travel_tips,里面除了看老房子，有没有川剧表演可以看，好玩不？
1925,spot,373,travel_tips,带五岁小孩去湖广会馆逛，会不会太无聊，里面有吃的吗？
1926,spot,386,travel_tips,上午几点开门？一般逛多久比较合适？
1927,spot,386,travel_tips,门票多少钱一张？里面包括哪些景点？
1928,spot,386,travel_tips,这个地方具体在哪儿？坐地铁或者公交方便吗？
1929,spot,386,travel_tips,带小孩子去合适吗？会不会走太久很累？
1930,spot,386,travel_tips,里面大不大？值不值得请个讲解员？
1931,spot,386,description,成都的博物馆一般几点开门？需要提前预约吗？
1932,spot,386,description,成都的博物馆门票多少钱一张？有学生票或者免费日吗？
1933,spot,386,description,从春熙路怎么坐地铁去成都博物馆？大概要多久？
1934,spot,386,description,带5岁的小孩去成都博物馆合适吗？里面有没有小朋友能玩的项目？
1935,spot,386,description,成都博物馆里面好玩不？大概逛一圈要几个小时？值得专门跑一趟吗？
1936,spot,373,cultural_context,洛带古镇那个湖广会馆几点开门关门哇？
1937,spot,373,cultural_context,去湖广会馆要买门票不，大概好多钱一个人？
1938,spot,373,cultural_context,从成都市区咋个坐车到洛带古镇的湖广会馆哦？
1939,spot,373,cultural_context,带五岁娃儿去湖广会馆逛，有没有啥子适合小娃娃耍的，会不会无聊？
1940,spot,373,cultural_context,湖广会馆里头除了看老房子，有没有川剧表演或者啥子活动，好玩不？
1941,spot,386,cultural_context,刘氏庄园早上几点开门？下午关门时间是好久？
1942,spot,386,cultural_context,去刘氏庄园的门票多少钱一张？老人和小孩有优惠不？
1943,spot,386,cultural_context,从成都市区怎么坐车去刘氏庄园？开车大概要多久？
1944,spot,386,cultural_context,刘氏庄园里面主要看啥子？带小孩去合适不，会不会觉得无聊？
1945,spot,386,cultural_context,刘氏庄园好玩吗？大概要逛多长时间，值不值得专门跑一趟？
1946,spot,392,description,成都那些热门景点一般几点开门关门啊？
1947,spot,392,description,去一趟成都的武侯祠、熊猫基地这些地方，门票大概要多少钱？
1948,spot,392,description,从春熙路出发，坐地铁怎么去都江堰景区方便吗？
1949,spot,392,description,带5岁小孩去成都玩，哪些景点比较适合，会不会太累？
1950,spot,392,description,成都的宽窄巷子和锦里哪个更好玩，本地人更推荐去哪个？
1951,spot,392,travel_tips,桂湖公园几点开门啊，我想周末早上过去逛逛
1952,spot,392,travel_tips,现在去桂湖公园门票多少钱一个人，有没有学生票或者老年优惠？
1953,spot,392,travel_tips,从成都市区坐地铁或者公交怎么到新都桂湖公园最方便？
1954,spot,392,travel_tips,带5岁的小朋友去桂湖公园玩合适吗，里面有没有儿童游乐设施？
1955,spot,392,travel_tips,桂湖公园夏天荷花开了好看不，大概逛两个小时够不够，里面还有啥好玩的？
1956,spot,392,cultural_context,桂湖公园早上几点开门？门票多少钱一张？
1957,spot,392,cultural_context,从成都市区坐地铁或者公交怎么去杨升庵故里的桂湖最方便？
1958,spot,392,cultural_context,这个桂湖公园大概能逛多久？里面除了看荷花和古树，还有没有其他好玩的？
1959,spot,392,cultural_context,带五岁的小朋友去桂湖合适吗？里面推婴儿车方便不？
1960,spot,392,cultural_context,网上都说桂湖是杨升庵读书的地方，实际去过的游客评价怎么样？值不值得专门跑一趟？
1961,spot,416,description,成都的旅游景点一般早上几点开门？我想早点去人少一点。
1962,spot,416,description,去成都那些热门景点，门票大概多少钱一张？有学生票或者免费的吗？
1963,spot,416,description,从春熙路怎么坐地铁或公交去宽窄巷子？大概要多久？
1964,spot,416,description,带5岁的小孩去成都大熊猫基地方便吗？里面路好不好推婴儿车？
1965,spot,416,description,青城山和都江堰哪个更适合第一次去玩？一天时间够不够，好玩吗？
1966,spot,416,travel_tips,建川博物馆聚落里的这个馆几点开门关门哇？
1967,spot,416,travel_tips,大邑那个建川博物馆聚落通票大概好多钱一张？
1968,spot,416,travel_tips,从成都市区咋个坐车去大邑建川博物馆聚落哦？
1969,spot,416,travel_tips,这个馆跟川军馆一起逛大概要耍好久，值不值得专门跑一趟？
1970,spot,416,travel_tips,带小学娃儿去建川博物馆看这个馆合适不，会不会太闷了？
1971,spot,446,cultural_context,安仁古镇那边几点开门关门啊？
1972,spot,446,cultural_context,去安仁古镇的门票要多少钱一张？
1973,spot,446,cultural_context,从成都市区怎么坐车到安仁古镇方便？
1974,spot,446,cultural_context,安仁古镇带小孩去好玩吗，有没有适合小朋友的项目？
1975,spot,446,cultural_context,安仁古镇的民国公馆和刘氏庄园逛下来大概要多久，值不值得专门跑一趟？
1976,spot,446,travel_tips,请问这个古镇是全天免费进去吗？里面的公馆联票大概多少钱一张？
1977,spot,446,travel_tips,古镇早上几点开门？傍晚去的话灯光大概几点亮起来？
1978,spot,446,travel_tips,从市区坐地铁或者公交怎么去这个古镇方便？
1979,spot,446,travel_tips,带小孩去玩半天够不够？里面有没有适合小朋友逛的地方？
1980,spot,446,travel_tips,节假日去是不是人挤人？平时周末去体验会好很多吗？
1981,spot,446,description,成都那些国家级景点一般几点开门关门啊？
1982,spot,446,description,去成都玩，这些国家级景点门票大概多少钱一张？
1983,spot,446,description,从市区怎么坐车去这些国家级景点，方便吗？
1984,spot,446,description,带小孩去这些地方合适吗？有没有适合亲子游的玩法？
1985,spot,446,description,这些国家级景点到底好不好玩？跟普通公园比有啥特别的？
1986,spot,416,cultural_context,这个场馆几点开门关门哇？门票贵不贵，要提前预约不？
1987,spot,416,cultural_context,这里头主要看啥子哦，是不是就是讲国民党打日本人的那些事？好耍不？
1988,spot,416,cultural_context,带娃娃去合适不？会不会太枯燥，有没有啥子互动体验？
1989,spot,416,cultural_context,从春熙路咋个坐车过去喃？地铁能到不，大概要坐好久？
1990,spot,416,cultural_context,里头展出的东西都是真的不？像武器、勋章那些，看起震撼不？值不值得专门跑一趟？
1991,spot,457,description,成都那些有名的景点一般早上几点开门？我想早点去避开人流。
1992,spot,457,description,去都江堰或者青城山玩一趟，门票大概多少钱一个人？有没有学生票？
1993,spot,457,description,从春熙路怎么坐车去熊猫基地最方便？大概要多久？
1994,spot,457,description,武侯祠和锦里值不值得专门去逛？本地人觉得好玩吗？
1995,spot,457,description,带5岁小孩去成都玩，哪些景点比较轻松又不累，适合亲子游？
1996,spot,457,cultural_context,灌县古城早上几点开门，晚上会不会关门啊？
1997,spot,457,cultural_context,进灌县古城要买门票不，大概多少钱一个人？
1998,spot,457,cultural_context,从都江堰景区怎么去灌县古城，走路还是坐车方便？
1999,spot,457,cultural_context,灌县古城里头有啥好玩的，逛一圈大概要多久？
2000,spot,457,cultural_context,带五岁小孩去灌县古城合适吗，里面路好不好推婴儿车？
2001,spot,457,travel_tips,请问古城一般几点开门呀？早上几点去人少一点？
2002,spot,457,travel_tips,这个古城是免费进去的吗？里面吃东西贵不贵？大概玩半天够不够？
2003,spot,457,travel_tips,从都江堰景区怎么走到古城？是不是就在旁边，步行就能到？
2004,spot,457,travel_tips,晚上去古城看灯值得吗？跟白天比哪个时间段更好玩？
2005,spot,457,travel_tips,带孩子去方便吗？里面有没有适合小朋友玩的项目，会不会太挤？
2006,spot,476,description,成都那些著名景点一般早上几点开门？我想早点去避开人流。
2007,spot,476,description,去都江堰和青城山玩一天，门票加起来大概要多少钱？
2008,spot,476,description,从春熙路坐地铁怎么去熊猫基地？大概要多久？
2009,spot,476,description,带5岁小孩去宽窄巷子和锦里逛，合适吗？会不会太挤？
2010,spot,476,description,网上都说武侯祠和杜甫草堂值得去，你觉得哪个更好玩？
2011,spot,476,travel_tips,安仁古镇一般要逛多久啊，大概几个小时够不够？
2012,spot,476,travel_tips,去安仁古镇玩要不要门票，里面的安惠里古街是免费随便逛的吗？
2013,spot,476,travel_tips,安仁古镇在哪儿，从成都市区坐什么车能到，方便吗？
2014,spot,476,travel_tips,安仁古镇的肥肠血旺哪家好吃，街边小吃大概什么价位？
2015,spot,476,travel_tips,带五岁小孩去安仁古镇合适吗，有没有适合小朋友玩的地方？
2016,spot,476,cultural_context,安惠里古街早上几点开门？晚上会不会关门？
2017,spot,476,cultural_context,从成都市区怎么去安惠里古街，坐公交或地铁方便吗？
2018,spot,476,cultural_context,逛安惠里古街要门票吗？大概玩下来要花多少钱？
2019,spot,476,cultural_context,安惠里古街好玩吗？主要看民国建筑，还是也有吃的和特色小店？
2020,spot,476,cultural_context,带小孩去安惠里古街合适吗？路面平不平，有没有适合小朋友玩的点？
2021,spot,479,description,成都那些有名的景点一般几点开门关门啊？
2022,spot,479,description,去成都旅游，像宽窄巷子、锦里这些地方门票要多少钱？
2023,spot,479,description,从春熙路怎么坐车去都江堰或者青城山，方便吗？
2024,spot,479,description,带小孩去成都玩，有哪些景点比较适合亲子游，不会太累？
2025,spot,479,description,成都周边哪个景点人少又好玩，值得专门跑一趟？
2026,spot,479,cultural_context,黄龙溪老龙门几点开门关门呢，晚上去能看吗？
2027,spot,479,cultural_context,去黄龙溪老龙门要买门票不，大概好多钱一个人？
2028,spot,479,cultural_context,从成都市区咋个坐车去黄龙溪老龙门，地铁能到不？
2029,spot,479,cultural_context,黄龙溪老龙门那边除了看龙和古树，还有啥好耍的？带娃去合适不？
2030,spot,479,cultural_context,黄龙溪老龙门到底值不值得专门跑一趟，网上评价咋样？
2031,spot,483,description,成都那些热门景点一般几点开门关门啊？想规划一下行程。
2032,spot,483,description,都江堰和青城山门票分别多少钱？有没有学生票或者联票优惠？
2033,spot,483,description,从春熙路怎么坐车去熊猫基地最方便？大概要多久？
2034,spot,483,description,带5岁小孩去成都，除了熊猫基地，还有哪些景点适合亲子玩？
2035,spot,483,description,宽窄巷子和锦里哪个更好玩？本地人更推荐去哪个？
2036,spot,479,travel_tips,黄龙溪古镇几点开门关门？晚上去能看夜景吗？
2037,spot,479,travel_tips,去老龙门那个标志牌坊要买门票不？古镇里耍水要另外收钱不？
2038,spot,479,travel_tips,从成都市区开车到黄龙溪大概好久？坐公交又该咋个换乘？
2039,spot,479,travel_tips,带5岁娃儿去黄龙溪耍水安不安全？有没有浅水区适合小娃娃？
2040,spot,479,travel_tips,网上说周末人挤人，那平时去体验咋样？值不值得专门跑一趟？
2041,spot,483,cultural_context,安仁古镇那个戏台每天几点有表演啊？下午去能看到吗？
2042,spot,483,cultural_context,去安仁古镇看戏台要买门票不？还是免费随便逛？
2043,spot,483,cultural_context,从成都市区坐什么车能到安仁古镇的戏台那边？大概要多久？
2044,spot,483,cultural_context,那个戏台除了看川剧，还有没有其他好玩的？带五岁小孩去合适吗？
2045,spot,483,cultural_context,安仁古镇的戏台周末人多不多？值不值得专门跑一趟去拍照打卡？
2046,spot,483,travel_tips,请问安仁古镇那个免费参观的地方几点开门关门啊？
2047,spot,483,travel_tips,这个景点要门票不，大概玩下来得花多少钱？
2048,spot,483,travel_tips,从成都市区怎么坐车过去最方便，大概要多久？
2049,spot,483,travel_tips,里面那个戏台表演是每天都有吗，几点开始，值不值得专门等？
2050,spot,483,travel_tips,带5岁小孩去玩合适吗，有没有什么互动或者适合小朋友看的东西？
2051,spot,490,description,成都那些风景名胜区一般几点开门关门啊？
2052,spot,490,description,去成都的风景名胜玩一圈，门票大概要花多少钱？
2053,spot,490,description,从春熙路怎么坐车去这些风景名胜点，方便吗？
2054,spot,490,description,带5岁小孩去成都的风景名胜区合适吗？有没有轻松点的路线？
2055,spot,490,description,成都的风景名胜到底好不好玩？值不值得专程去一趟？
2056,spot,490,cultural_context,街子古镇早上几点开门，晚上关门吗？
2057,spot,490,cultural_context,从成都市区怎么坐车去街子古镇，大概要多久？
2058,spot,490,cultural_context,街子古镇的门票多少钱一张，里面光严禅院要另外收费不？
2059,spot,490,cultural_context,带5岁小孩去街子古镇玩合适吗，有没有推车方便走的路？
2060,spot,490,cultural_context,街子古镇除了看古寺和故居，还有啥好玩的，值不值得专门跑一趟？
2061,spot,490,travel_tips,古镇早上几点开门？晚上会不会关门？
2062,spot,490,travel_tips,进去逛一圈要花多少钱？里面那些小景点门票贵不贵？
2063,spot,490,travel_tips,这个古镇在哪儿啊？从成都市区坐地铁或者公交怎么过去？
2064,spot,490,travel_tips,周末去会不会挤得走不动？带五岁小孩去玩方便吗？有没有适合孩子吃的特色小吃？
2065,spot,490,travel_tips,你们觉得这个古镇好玩吗？大概能逛多久，值得专门跑一趟吗？
2066,spot,674,cultural_context,这个纪念馆几点开门关门，需要提前预约吗？
2067,spot,674,cultural_context,门票多少钱一张，老人和小孩有没有优惠？
2068,spot,674,cultural_context,从成都市区怎么坐车过去，大概要多久？
2069,spot,674,cultural_context,里面主要看什么，大概逛多久比较合适，会不会很枯燥？
2070,spot,674,cultural_context,带6岁的小朋友去合适吗，有没有互动或讲解服务？
2071,spot,674,travel_tips,请问你们早上几点开门？下午几点就关门了呀？
2072,spot,674,travel_tips,这个景点门票多少钱？需要提前预约吗？直接带身份证去就行？
2073,spot,674,travel_tips,这个地方具体在哪儿？坐地铁或者公交能到吗？
2074,spot,674,travel_tips,里面大概能逛多久？有没有什么特别的展品或者值得拍照的地方？
2075,spot,674,travel_tips,带家里老人和小孩去合适吗？会不会太吵或者走太久？
2076,spot,674,description,成都的纪念馆一般几点开门关门啊？想周末去逛逛，时间来得及不？
2077,spot,674,description,去成都这些纪念馆参观要买门票吗？大概多少钱一张？学生或者老人有优惠没？
2078,spot,674,description,从春熙路坐地铁或者公交怎么去最近的纪念馆？下车后要走多远？
2079,spot,674,description,带5岁的小孩去纪念馆合适吗？里面有没有适合小朋友互动或者不觉得无聊的展区？
2080,spot,674,description,这些纪念馆里主要展出些什么内容？大概逛一圈要多久，值不值得专门跑一趟？
2081,spot,679,description,成都的纪念馆一般早上几点开门？需要提前预约吗？
2082,spot,679,description,去成都那些红色纪念馆参观，门票大概多少钱一张？
2083,spot,679,description,从春熙路怎么坐车去纪念馆？打车方便还是坐地铁快？
2084,spot,679,description,带五岁小朋友去纪念馆逛，会不会太无聊？里面有没有适合亲子的互动项目？
2085,spot,679,description,成都比较有名的纪念馆里，哪个最值得逛？大概要玩多久才能看完？
2086,spot,679,travel_tips,请问纪念馆早上几点开门？一般逛多久比较合适？
2087,spot,679,travel_tips,这个纪念馆是免费的吗？需不需要提前预约？
2088,spot,679,travel_tips,自己开车过去方便吗？附近好停车不？
2089,spot,679,travel_tips,里面能不能拍照？带小孩子去逛合适吗？
2090,spot,679,travel_tips,那个地方好玩吗？大概能玩些什么内容？
2091,spot,679,cultural_context,成都战役纪念馆几点开门啊？需要预约吗？
2092,spot,679,cultural_context,去成都战役纪念馆要门票不？大概多少钱一个人？
2093,spot,679,cultural_context,这个纪念馆在成都哪个位置？坐地铁或者公交怎么过去方便？
2094,spot,679,cultural_context,里面主要看些什么？大概逛多久能看完，会不会很枯燥？
2095,spot,679,cultural_context,带小学三年级的孩子去合适吗？有没有适合小朋友看的互动内容或者讲解？
2096,spot,716,travel_tips,桂湖的门票大概多少钱一张？
2097,spot,716,travel_tips,桂湖公园一般几点开门，逛一圈要多久？
2098,spot,716,travel_tips,带小孩去桂湖玩合适吗？有没有什么要注意的？
2099,spot,716,travel_tips,新都桂湖怎么去最方便？跟宝光寺离得近吗？
2100,spot,716,travel_tips,桂湖现在这个季节去好玩吗？主要看什么景色？
2101,spot,716,description,成都的纪念馆一般早上几点开门？下午几点关门？
2102,spot,716,description,去成都那些纪念馆参观要买门票吗，大概多少钱一张？
2103,spot,716,description,请问成都的纪念馆具体在哪个位置，坐地铁或者公交怎么过去方便？
2104,spot,716,description,带小孩去成都的纪念馆参观合适吗，里面有没有互动体验或者讲解服务？
2105,spot,716,description,成都的纪念馆里面主要看什么，大概逛多久能逛完，值不值得专门跑一趟？
2106,spot,716,cultural_context,杨升庵纪念馆在桂湖里面吗？早上几点开门，下午几点关门？
2107,spot,716,cultural_context,去桂湖看杨升庵纪念馆要单独买门票不？大概多少钱一个人？
2108,spot,716,cultural_context,从成都市区坐地铁或者公交怎么去新都桂湖的杨升庵纪念馆啊？
2109,spot,716,cultural_context,带小学三年级的小孩去杨升庵纪念馆逛，会不会太闷，有啥适合孩子看的东西？
2110,spot,716,cultural_context,杨升庵纪念馆好玩吗？里面除了看老房子和荷花，还有没有讲解或者互动活动？
2111,spot,803,description,成都那些国家级景点一般几点开门关门？
2112,spot,803,description,去成都玩，这些国家级景点的门票大概多少钱一张？
2113,spot,803,description,成都的风景名胜区怎么去最方便，坐地铁能到吗？
2114,spot,803,description,带小孩去成都这些国家级景点玩合适不，有没有适合亲子的路线？
2115,spot,803,description,成都这些国家级景点到底好不好玩，值不值得专门跑一趟？
2116,spot,803,travel_tips,这个景点夏天去凉快不？一般耍好久比较合适？
2117,spot,803,travel_tips,门票现在好多钱一张？里面坐观光车要另外给钱不？
2118,spot,803,travel_tips,这个地方在成都哪个位置哦？坐地铁或者公交咋个过去方便？
2119,spot,803,travel_tips,里面山路多不多？带5岁的小朋友去走不走得动，有没有啥要注意的？
2120,spot,803,travel_tips,这儿好不好耍？值不值得专门跑一趟去？大概能逛几个小时？
2121,spot,803,cultural_context,天台山几点开门关门？门票多少钱一张？
2122,spot,803,cultural_context,从成都市区怎么去邛崃天台山，自驾和坐公交分别要多久？
2123,spot,803,cultural_context,带小孩去天台山玩合适吗？有没有适合亲子游的轻松路线？
2124,spot,803,cultural_context,天台山除了看高山流水和丹霞地貌，还有哪些好玩的体验项目？
2125,spot,803,cultural_context,网上都说天台山灵秀，实际去过的游客评价怎么样，值不值得专门跑一趟？
2126,spot,806,description,成都那些寺庙道观一般早上几点开门？去太早会不会进不去？
2127,spot,806,description,去青羊宫或者文殊院门票多少钱一张？有没有学生票或者免票政策？
2128,spot,806,description,从春熙路坐地铁怎么去昭觉寺？大概要多久？
2129,spot,806,description,带小孩去成都的寺庙道观逛合适吗？里面有没有什么好玩或者安静的地方？
2130,spot,806,description,成都市区里哪个寺庙道观最值得去？求推荐一下，顺便说说里面有什么看点？
2131,spot,806,travel_tips,周末带娃去新都宝光寺耍，大概要逛好久哦？里面能不能拍照？
2132,spot,806,travel_tips,请问宝光寺和桂湖的门票是分开收的吗？一共要花好多钱？
2133,spot,806,travel_tips,从成都市区咋个坐车到宝光寺喃？地铁能到不？
2134,spot,806,travel_tips,宝光寺里头那个数罗汉咋个玩法？是不是每个人都能数？灵不灵嘛？
2135,spot,806,travel_tips,春秋天去宝光寺合不合适？带两岁多的小娃娃去有没有啥子要注意的？
2136,spot,806,cultural_context,宝光寺早上几点开门？门票多少钱一张？
2137,spot,806,cultural_context,从成都市区坐地铁或者公交怎么去宝光寺方便？大概要多久？
2138,spot,806,cultural_context,带家里老人和小孩去宝光寺逛一圈合适吗？里面累不累？
2139,spot,806,cultural_context,宝光寺除了烧香拜佛，还有啥好玩的？跟桂湖一起逛大概要留多长时间？
2140,spot,806,cultural_context,去过的人觉得宝光寺值不值得专门跑一趟？跟文殊院比哪个更值得看？
2141,spot,1020,description,成都那些风景名胜一般几点开门？会不会有晚上也开放的？
2142,spot,1020,description,去成都玩，这些风景名胜的门票大概多少钱一张？有没有学生票或者免费的时候？
2143,spot,1020,description,从成都市区怎么去这些风景名胜最方便？坐地铁能到吗，还是要坐大巴？
2144,spot,1020,description,这些地方适合带小孩去逛吗？会不会太累或者没什么小朋友感兴趣的？
2145,spot,1020,description,成都的风景名胜到底好不好玩？听说有些就是看人头，值得专门跑一趟吗？
2146,spot,1020,travel_tips,请问这个酒坊遗址几点开门啊？周一是不是不开放？
2147,spot,1020,travel_tips,进去看那个博物馆要单独买票不？大概多少钱一张？
2148,spot,1020,travel_tips,这个地方在成都哪个位置哦，坐地铁或者公交怎么过去方便？
2149,spot,1020,travel_tips,里面主要是看啥子喃，就是老酒坊和博物馆哇？大概逛多久合适？
2150,spot,1020,travel_tips,带五岁的小娃娃去合适不？会不会太无聊，有没有互动或者好耍的？
2151,spot,1020,cultural_context,水井坊遗址几点开门？门票多少钱一张？
2152,spot,1020,cultural_context,水井街酒坊遗址具体在哪儿？坐地铁怎么过去方便？
2153,spot,1020,cultural_context,这个白酒第一坊带孩子去逛合适不？里面能闻到酒味吗？
2154,spot,1020,cultural_context,水井坊遗址里面大不大？大概逛多久能看完？值不值得专门跑一趟？
2155,spot,1020,cultural_context,去水井坊遗址玩有没有讲解？周末人多不多，需要提前预约吗？
2156,spot,1079,description,成都的博物馆一般几点开门？需要提前预约吗？
2157,spot,1079,description,去成都博物馆门票多少钱？有没有免费开放的日子？
2158,spot,1079,description,成都博物馆怎么去最方便？坐地铁几号线能到？
2159,spot,1079,description,带5岁小孩去成都博物馆合适吗？里面有没有亲子互动区？
2160,spot,1079,description,成都博物馆好玩吗？大概逛多久能看完？里面有什么镇馆之宝？
