shop_id,shop_name,category,address,longitude,latitude,tel,rating,cost,business_area,type
289,满江红串串香(七道堰店),火锅店,七道堰街11号附5-附6号,104.038244,30.643094,13540867869;15388115409;17882968131,4.5,60.00,高升桥,餐饮服务;中餐厅;火锅店
290,马路边边串串香(优品道店),餐饮相关,中环路青羊大道段99-附15号,104.006993,30.662458,028-61331123,4.4,60.00,青羊大道,餐饮服务;餐饮相关场所;餐饮相关
291,晓味天成串串香(吉福苑店),火锅店,四季苑(西北桥东街)1-8号,104.06492,30.689123,15756661997,4.6,65.00,五块石,餐饮服务;中餐厅;火锅店
292,喳哇牛油串串(春熙路总店),中餐厅,西龙须巷7号(省政府正对面),104.074866,30.650245,028-61326343;17308076161,4.5,76.00,春熙路,餐饮服务;中餐厅;中餐厅
293,龙户人家串串香(中坝店),火锅店,光华东二路98号(9栋二楼202号),103.963353,30.672935,18180656114,4.7,63.00,中坝,餐饮服务;中餐厅;火锅店
294,蜀三毛-成都老牌串串香(琉璃场店),生活服务场所,经天路1号(琉三路地铁站D口步行250米),104.098891,30.603092,17318903536,4.6,54.00,柳江,生活服务;生活服务场所;生活服务场所
295,签言签语火锅串串(总店),火锅店,双清北路1号,104.020272,30.679598,19180536585,4.6,46.00,府南,餐饮服务;中餐厅;火锅店
296,邹村姑鲜牛肉串串香(保利百合郡店),火锅店,保利公园198紫桐路12-18号,104.149,30.752685,18200444015,4.5,59.00,[],餐饮服务;中餐厅;火锅店
297,舌尖味道菜市场成都串串,火锅店,中国天顺路256号,104.07133,30.594828,028-85109568,4.6,65.00,桂溪,餐饮服务;中餐厅;火锅店
298,玉林串串香(九号天地店),火锅店,交子大道547号(交子大道地铁站B口步行200米),104.048484,30.581482,028-85464949;13618084178,4.6,65.00,石羊场,餐饮服务;中餐厅;火锅店
299,牛鲜鲜串串香,火锅店,二环路南四段48号附6号,104.034368,30.633507,15828057398;18980811067,4.6,68.00,肖家河,餐饮服务;中餐厅;火锅店
300,黑哥串串香(中海·新华府店),火锅店,云邸1号门西100米,104.111322,30.658347,028-83531966,4.6,72.00,万年场,餐饮服务;中餐厅;火锅店
301,香当怪火锅串串(总店),火锅店,东山大道一段复地御香山70栋1号(广福地铁站B口旁),104.069978,30.476645,028-68783944,4.6,62.00,天府新区,餐饮服务;中餐厅;火锅店
302,老灶门串串香(奥园店),火锅店,奥园广场3期6栋1068-1067,104.134952,30.657559,13880438662,4.5,50.00,保和,餐饮服务;中餐厅;火锅店
303,曾记莲桂南路串串香(万科城市花园广场店),餐饮相关,花园街45号,104.113781,30.616604,15882329447;18190949703,4.7,63.00,[],餐饮服务;餐饮相关场所;餐饮相关
304,龙户人家串串香(武侯万达店),火锅店,聚荟街322号1楼附20号,103.998302,30.623579,17760515683,4.8,88.00,武侯万达,餐饮服务;中餐厅;火锅店
305,钢管厂五区小郡肝串串香(东门市井店),生活服务场所,菱窠西路9号(狮子山地铁站D口步行190米),104.125506,30.61806,028-87067725,4.6,60.00,[],生活服务;生活服务场所;生活服务场所
306,巴蜀签串串火锅(宽窄巷子店),火锅店,支机石街28-1(宽窄巷子地铁站B口步行190米),104.052367,30.665438,028-86699028;18200471727,4.4,48.00,长顺街,餐饮服务;中餐厅;火锅店
307,余一手串串香(营门口店),火锅店,二环路西三段营康路4号(金港湾大酒店旁),104.036223,30.685933,028-87777840;13699020266,4.6,57.00,营门口,餐饮服务;中餐厅;火锅店
308,串串门清油火锅(蓝润东悦荟店),火锅店,蓝润东悦荟,104.135609,30.62625,[],4.4,55.00,五桂桥,餐饮服务;中餐厅;火锅店
309,大成醉串串(八里庄店),火锅店,双建路81号附8号(双建路60号院东北门旁),104.114812,30.680019,028-87786992;17882953094;19940506642,4.5,54.00,建设路,餐饮服务;中餐厅;火锅店
310,秦大将串串香(花土店),火锅店,共和路8号(宁和苑),103.873088,30.668358,18740805941,4.6,62.00,涌泉,餐饮服务;中餐厅;火锅店
311,钢管厂五区小郡肝串串香(宽窄巷子直营店),特色/地方风味餐厅,西安中路3号钢管厂五区,104.04765,30.666712,17764984256,4.4,56.00,永陵路,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;特色/地方风味餐厅
312,签万富翁串串香(航空港总店),火锅店,临港路一段149号,103.978803,30.565632,19141940173,4.5,60.00,天府新区,餐饮服务;中餐厅;火锅店
313,周记手提串串香(东光店),火锅店,东光街4号附35号(东光地铁站G口步行310米),104.100555,30.616905,13551824460,4.6,59.00,东光,餐饮服务;中餐厅;火锅店
314,两角签串串香(航空港店),火锅店,临港路一段25号附3号,103.978514,30.565431,15183720001,4.5,55.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
315,洪美串串香,火锅店,犀浦街道江西街211号,103.967746,30.749779,15883715741,4.5,56.00,犀浦,餐饮服务;中餐厅;火锅店
316,周记串串香(东篱路店),火锅店,东篱路161号(万象城)(万年路地铁站D口旁),104.116021,30.655539,18228000355,4.6,56.00,万年场,餐饮服务;中餐厅;火锅店
317,串香客小郡肝串串香(龙湖·滨江天街店),火锅店,成华大道杉板桥路266号龙湖·滨江天街1层,104.127421,30.665894,13688464543,4.1,51.00,跳蹬河,餐饮服务;中餐厅;火锅店
318,叁角叁串串香(顺城大街店),生活服务场所,顺城大街274号2栋1楼1号(本地人30年老味道),104.071019,30.665055,17390565666,4.4,45.00,太升路,生活服务;生活服务场所;生活服务场所
319,千海罐罐串串香(青龙横街37号院店),中餐厅,青龙横街37号附44号一楼铺面,104.088672,30.643792,13730660331,4.5,55.00,东大街,餐饮服务;中餐厅;中餐厅
320,斗起来串串(吉祥店),特色/地方风味餐厅,吉祥街33号附7-8,104.053534,30.669093,13880160632,4.4,49.00,长顺街,餐饮服务;中餐厅;特色/地方风味餐厅
321,跟斗九串串香(一环路东五段店),火锅店,锦官驿街道一环路东五段58号附1号(牛王庙地铁站H1口旁),104.092495,30.643702,19302878587,4.5,58.00,海椒市,餐饮服务;中餐厅;火锅店
322,周记竹签串串(平福路店),火锅店,平福路143号,104.090132,30.682962,18881874258,4.5,34.00,[],餐饮服务;中餐厅;火锅店
323,小院串串(成都青羊区),火锅店,通锦桥路70号附10号,104.058375,30.676825,13666109398,4.5,77.00,新华西路,餐饮服务;中餐厅;火锅店
324,橙子串串香(永兴巷16号院店),火锅店,暑袜北一街26号附一(太升南路地铁站B口步行450米),104.077657,30.661289,15802858826,4.6,49.00,梓潼,餐饮服务;中餐厅;火锅店
325,雷火火老成都串串,生活服务场所,玉泉街与铜丝街交叉口西40米,104.078091,30.669677,13880084004;18782100721,4.5,68.00,德盛路,生活服务;生活服务场所;生活服务场所
326,食尚冷锅串串(爱家馨城店),火锅店,永盛南街11号爱家馨城(红牌楼地铁站C口步行280米),104.02826,30.636877,18702828838,4.6,58.00,双楠,餐饮服务;中餐厅;火锅店
327,醉佳串串香(滨江和城店),火锅店,梓州大道7565号滨江和城·一期翠屿,104.082815,30.49044,15610070001,4.5,58.00,四川天府新区,餐饮服务;中餐厅;火锅店
328,兔子疯了老成都火锅串串香(春熙华兴路店),火锅店,华兴东街55号(雨田饭店旁),104.081549,30.658471,028-88889595;18113039119,4.5,50.00,红星路,餐饮服务;中餐厅;火锅店
329,宽窄里火锅串串(宽窄巷子店),火锅店,泡桐树街19号1楼附6-14号,104.052102,30.66601,028-61523398;15683961401,4.5,56.00,长顺街,餐饮服务;中餐厅;火锅店
330,袁记串串香(东珠市街店),特色/地方风味餐厅,北大街107号四川书市大楼F1层,104.077582,30.673529,028-86915713,4.5,62.00,德盛路,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;特色/地方风味餐厅
331,老灶门串串香中环一号店,火锅店,迎晖路99号负1楼11(迎晖路地铁站C口步行220米),104.140846,30.638594,15882303447;19223287806,4.4,54.00,保和,餐饮服务;中餐厅;火锅店
332,怒火签签全牛串串,火锅店,龙湖时代天街28栋1楼,103.919235,30.752953,028-87547678;13198122283,4.5,55.00,龙湖时代天街,餐饮服务;中餐厅;火锅店
333,疯狂串串香,火锅店,二环路南四段48号,104.03441,30.633457,13438218676,4.6,64.00,肖家河,餐饮服务;中餐厅;火锅店
334,奇味甜不辣串串香(水碾河路北社区二街店),中餐厅,水碾河北二街13栋3单元2号,104.099405,30.649856,13558816703,4.5,33.00,双桥子,餐饮服务;中餐厅;中餐厅
335,康二哥串串香(大面店),火锅店,大面铺青台山路泰华锦城二期12栋一层,104.203892,30.572463,15228880421,4.6,50.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
336,歪串串(玉林东路店),火锅店,玉林东路16号,104.059776,30.62963,15928785311,4.5,46.00,玉林,餐饮服务;中餐厅;火锅店
337,钢管厂五区小郡肝串串香(龙都店),特色/地方风味餐厅,龙都南路268号(距地铁2号线龙泉驿站3号通道西口步行770米),104.262294,30.564694,028-84860970,4.5,71.00,天府新区,餐饮服务;中餐厅;特色/地方风味餐厅
338,九香串串香(成都成华区),火锅店,二仙桥南一路5号,104.118722,30.679506,15528090399,4.6,78.00,二仙桥,餐饮服务;中餐厅;火锅店
339,夜猫串串,火锅店,东风路北二巷3号(玉双路地铁站F2口步行270米),104.096514,30.651328,13666192370,4.5,50.00,望平街,餐饮服务;中餐厅;火锅店
340,老井串串香店,餐饮相关,井福街45号,103.618659,30.998821,13540389252;13618002108,4.3,50.00,灌口,餐饮服务;餐饮相关场所;餐饮相关
341,胡记串串香(燃灯寺路店),快餐厅,燃灯寺路308号,104.270224,30.54869,028-88465858;17780083793,4.5,21.00,航天北路,餐饮服务;快餐厅;快餐厅
342,厕所串串(上道西城店),火锅店,洪锦名都(培风地铁站A口步行100米),103.978099,30.659718,13618026991;18884031947,4.5,59.00,东坡,餐饮服务;中餐厅;火锅店
343,康二哥串串香(龙泉店),火锅店,燃灯寺路103-117号附近,104.272695,30.552601,028-64846539;17828092508;18982175648,4.7,52.00,龙泉,餐饮服务;中餐厅;火锅店
344,欧师串串香,中餐厅,海椒市街15号钢管厂五区59幢1楼(近牛市),104.10198,30.63369,13668139012,4.6,82.00,海椒市,餐饮服务;中餐厅;中餐厅
345,小竹签老串串香(锦西名宅·天鑫花园西区店),特色/地方风味餐厅,银河路1号附14号(花照壁地铁站B口步行370米),104.044089,30.698388,15196021686;15902898286,4.6,84.00,营门口,餐饮服务;中餐厅;特色/地方风味餐厅
346,口口香串串(东光街37号院南),火锅店,东光街64号(近万达广场),104.105403,30.616585,15828372237,4.6,65.00,东光,餐饮服务;中餐厅;火锅店
347,玉林串串香(高新店),茶艺馆,兴蓉街54号,104.045025,30.63328,13547920223,4.4,52.00,肖家河,餐饮服务;中餐厅;火锅店|餐饮服务;茶艺馆;茶艺馆
348,毛叔串串香(保利·爱尚里店),火锅店,诚信路456号保利·爱尚里,104.078576,30.755581,18583658885,4.6,64.00,[],餐饮服务;中餐厅;火锅店
349,康二哥串串香(西安路枣子巷社区店),特色/地方风味餐厅,青羊北路2号附7号,104.042181,30.670876,18228015023,4.5,49.00,永陵路,餐饮服务;中餐厅;特色/地方风味餐厅
350,老沈串串香总店,火锅店,广福桥街30号院内4栋3单元1号,104.036213,30.637788,18100837282,4.5,53.00,高升桥,餐饮服务;中餐厅;火锅店
351,老重庆金三角串串香,火锅店,西丁字街1号附2-3号,104.068816,30.651221,18980054806,4.5,59.00,大业路,餐饮服务;中餐厅;火锅店
352,周记串串(天和东街店),中餐厅,天和东街99号(人居锦尚天华底商),104.076028,30.59978,15908118148;18215566629,4.4,60.00,桂溪,餐饮服务;中餐厅;中餐厅
353,好又香串串(石人南路100号院店),中餐厅,石人南路100号石人南路100号院4栋,104.028612,30.674638,13981706380,4.5,26.00,抚琴,餐饮服务;中餐厅;中餐厅
354,焱如签串串香,火锅店,犀浦校园路东段82号附103号,103.988419,30.75253,13982012122,4.6,54.00,犀浦,餐饮服务;中餐厅;火锅店
355,梓潼桥王梅串串香(福兴街店),火锅店,福兴街40-44号(群艺大厦西北门旁),104.08042,30.658384,028-86788725;028-86924947,4.5,79.00,红星路,餐饮服务;中餐厅;火锅店
356,李芊金集市串串香(东安湖天街店),火锅店,安逸街300号6栋附113-115号,104.251217,30.576254,19508173171,4.5,58.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
357,喜辣烫串串香(红牌楼店),生活服务场所,二环路南四段61号3幢1层1号,104.031651,30.632409,[],4.6,49.00,红牌楼,生活服务;生活服务场所;生活服务场所
358,牛签签串串香(三河场店),中餐厅,天海路118号(金华寺东路地铁站D口步行390米),104.123046,30.767543,13880082086,4.4,44.00,天回,餐饮服务;中餐厅;中餐厅
359,小郡肝串串香(交大林湾店),火锅店,犀安路1114-1116号(交大南门正对面),103.993306,30.760314,13540412327;13635479360,4.3,43.00,犀浦,餐饮服务;中餐厅;火锅店
360,飞辣串串香(双桥社区店),特色/地方风味餐厅,双桥社区南一街14栋附3号,104.109692,30.645437,13308007231,4.5,56.00,万年场,餐饮服务;中餐厅;特色/地方风味餐厅
361,姐妹串串(仁和南街店),特色/地方风味餐厅,仁和南街76号(三元地铁站F口步行360米),104.030209,30.581786,15198252368,4.6,46.00,石羊场,餐饮服务;中餐厅;特色/地方风味餐厅
362,方脑壳串串香(同善桥店),快餐厅,同善桥南街9号(近欧尚超市),104.02394,30.681958,15982843154,4.6,40.00,府南,餐饮服务;快餐厅;快餐厅
363,玉临串串香(外北街2号小区店),火锅店,灌口镇建设路276号,103.622363,31.001555,[],4.3,44.00,灌口,餐饮服务;中餐厅;火锅店
364,张姐串串香(营通街2号院店),火锅店,营通街2-附3-4号,104.034563,30.679881,15208332082,4.5,38.00,抚琴,餐饮服务;中餐厅;火锅店
365,花串串(川师店),火锅店,佳宏路13号2栋1层1号,104.12612,30.617697,13198510940;13982243398,4.5,57.00,[],餐饮服务;中餐厅;火锅店
366,兔头串串(满座店),中餐厅,东升镇一杆旗北街25号,103.913641,30.574754,13551840135;18502810831,4.5,50.00,东升,餐饮服务;中餐厅;中餐厅
367,厕所串串(桂王桥店),火锅店,桂王桥北街4号(近玉沙路),104.083735,30.663601,18215516215,4.5,44.00,红星路,餐饮服务;中餐厅;火锅店
368,袁记串串香(339店),火锅店,猛追湾南街21号(电信苑西南门旁),104.095086,30.661185,028-84374098,4.4,79.00,新鸿路,餐饮服务;中餐厅;火锅店
369,李嘉龙串串香(双流总店),火锅店,东升镇丛桂路72号(东升地铁站C口步行320米),103.925213,30.573648,028-86122668,4.5,43.00,东升,餐饮服务;中餐厅;火锅店
370,徐妹串串香(春熙一店),火锅店,新街后巷子12号,104.076862,30.657061,18280203118,4.5,58.00,东大街,餐饮服务;中餐厅;火锅店
371,夜串串(新街里店),餐饮相关,高新区荟锦路221号,104.055807,30.591109,13551329759,4.5,59.00,石羊场,餐饮服务;餐饮相关场所;餐饮相关
372,波波砂锅串串香 老店,特色/地方风味餐厅,东升镇长顺路二段32号,103.932383,30.567696,15390066408,4.6,68.00,东升,餐饮服务;中餐厅;特色/地方风味餐厅
373,黄记创味冷锅串串香(营通店),火锅店,营通街16号旁(近机关二幼),104.035685,30.68281,13730686788,4.5,44.00,营门口,餐饮服务;中餐厅;火锅店
374,花串串(蜀汉路店),火锅店,蜀明东巷11号附5号附6号,104.015144,30.6941,13551365837,4.5,45.00,金沙,餐饮服务;中餐厅;火锅店
375,文姐串串香(金象店),火锅店,晨辉东路金象花园三期步行街116号(农科院对面),104.100418,30.609198,13551000408,4.5,57.00,柳江,餐饮服务;中餐厅;火锅店
376,天天串串(新桥逸景A区店),火锅店,新泉路180附48号(新桥地铁站C口步行370米),104.044423,30.714218,13982055118,4.5,60.00,九里堤,餐饮服务;中餐厅;火锅店
377,鑫源碟串串香(静康路店),餐饮相关,静康路3号附9号附10号,104.11108,30.621098,13540043402,4.4,63.00,净居寺,餐饮服务;餐饮相关场所;餐饮相关
378,厕所串串(文殊院店),火锅店,人民中路三段25号附3号(文殊院地铁站K口旁),104.06941,30.673793,13880832515;13882166978,4.3,56.00,德盛路,餐饮服务;中餐厅;火锅店
379,西川红太阳串串香(总店),火锅店,江安路32-36号(物资局家属区北门旁),103.620318,30.988524,028-87127210;13980610196;15802808439,4.5,59.00,幸福,餐饮服务;中餐厅;火锅店
380,金祥串串,餐饮相关,建设路56号新东方(建设北路地铁站B口步行150米),104.098234,30.669725,13666243227;13666423227,4.4,53.00,建设路,餐饮服务;餐饮相关场所;餐饮相关
381,七婆串串香火锅(温江总店),火锅店,柳春路13号,103.83227,30.702098,13398179384,4.5,55.00,柳城,餐饮服务;中餐厅;火锅店
382,老灶门串串香(龙光店),火锅店,成华大道十里店213号2栋一单元附108-109,104.144342,30.681404,18382230636,4.5,43.00,二仙桥,餐饮服务;中餐厅;火锅店
383,七婆串串香(双流总店),火锅店,花月中街49号,103.915291,30.577563,13808011859;13982282497,4.5,78.00,东升,餐饮服务;中餐厅;火锅店
384,邱氏成都串串香(油篓街店),四川菜(川菜),油篓街39号(近东大街),104.083725,30.650675,13408616373,4.3,78.00,东大街,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;四川菜(川菜)
385,江湖串串香(石人店),火锅店,磨底河沿街清溪东路2号附32号,104.03055,30.677479,13608171826,4.6,75.00,抚琴,餐饮服务;中餐厅;火锅店
386,歪串串(营兴店),火锅店,抚琴街道营兴街78号,104.036404,30.68293,18380306520,4.6,40.00,金沙,餐饮服务;中餐厅;火锅店
387,张三哥串串香(总店),火锅店,大源西街97-101,104.032471,30.554956,18602830081,4.5,61.00,四川天府新区成都直管区,餐饮服务;中餐厅;火锅店
388,撸辣串串香冷锅兔,火锅店,二环路东五段130号附4号,104.09601,30.623005,18030551553,4.3,62.00,龙舟路,餐饮服务;中餐厅;火锅店
389,周记串串(化成社区店),火锅店,五里墩中街67号,104.031537,30.689279,13547122737;18682697134,4.4,39.00,营门口,餐饮服务;中餐厅;火锅店
390,马路边边串串香(总店),中餐厅,新桥小区东北门西北60米,104.078479,30.642993,028-81705448;18512838486,4.5,60.00,小天竺,餐饮服务;中餐厅;中餐厅
391,莎莎串串香(簇桥店),中餐厅,龙井南街61号.63号,103.998368,30.601455,13558713500,4.5,51.00,簇桥,餐饮服务;中餐厅;中餐厅
392,醉串串(万峰城D区·峰景里店),火锅店,蜀阳路419.421-423号,104.52958,30.42354,17882953350;18284565882,4.6,59.00,[],餐饮服务;中餐厅;火锅店
393,陶李串串香(太升北路总店),特色/地方风味餐厅,太升北路29号,104.082297,30.671081,028-60175105;15902827863,4.1,42.00,太升路,餐饮服务;中餐厅;特色/地方风味餐厅
394,煌记市井串串香(广都店),火锅店,区高新区雅和南一路17号广都地铁站A出口,104.073925,30.509808,028-86282638;18280578286,4.4,72.00,天府新区,餐饮服务;中餐厅;火锅店
395,蓉城丽姐砂锅串串店(蜀新天街店),火锅店,成都市郫都区四川省成都市邦都区郭筒街道创智东一路9号附225号2层,103.90063,30.790232,18081150903,4.2,69.00,郫筒,餐饮服务;中餐厅;火锅店
396,雅芳串串香(三元大道店),中餐厅,皇花街121-123号,104.052092,30.760598,13666195235,4.6,63.00,大丰,餐饮服务;中餐厅;中餐厅
397,周记串串(蜀龙路店),火锅店,蜀龙大道中段970号,104.177827,30.81808,15756356787,4.3,34.00,静安路,餐饮服务;中餐厅;火锅店
398,小郡肝串串香(保利城店),火锅店,大丰镇莆家一路东段729号,104.08934,30.756425,13880780104,4.4,45.00,天回,餐饮服务;中餐厅;火锅店
399,花串串(林荫街店),火锅店,林荫街6号附16-17号(华西大厦B座北门旁),104.068385,30.637502,[],4.3,36.00,跳伞塔,餐饮服务;中餐厅;火锅店
400,十八号成都串串香(万安店),生活服务场所,天府新区万安街道丹石南二路500号,104.110451,30.484206,[],4.4,50.00,四川天府新区,生活服务;生活服务场所;生活服务场所
401,刘婆串串香(成华大道新鸿路店),火锅店,新鸿路130号(新鸿路地铁站B1口步行210米),104.100161,30.661834,13880914439,4.6,40.00,猛追湾,餐饮服务;中餐厅;火锅店
402,小米辣串串香,火锅店,华阳富顺街8号,104.056501,30.513501,18672191939,4.5,40.00,四川天府新区成都直管区,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;火锅店
403,拐枣巷串串(昭觉寺店),火锅店,羊子山路343号(昭觉寺南路地铁站C口步行330米),104.096095,30.705568,13709016842;13880685083,4.5,53.00,驷马桥,餐饮服务;中餐厅;火锅店
404,痴串串(交大店),火锅店,圃园北路1号附18号19号,104.0551,30.694292,18382322319,4.5,43.00,九里堤,餐饮服务;中餐厅;火锅店
405,老幺串串(总店),火锅店,东升镇白依下街110号老幺串串,103.914725,30.578175,13708187884;13980517262,4.5,66.00,天府新区,餐饮服务;中餐厅;火锅店
406,太婆串串香(和平欣苑店),中餐厅,天仁北二街和平小区四期二号院31栋1单元1号,104.075959,30.604763,13880297263;13880927263,4.2,60.00,桂溪,餐饮服务;中餐厅;中餐厅
407,四姐串串香(静园店),特色/地方风味餐厅,营通街16号附9号,104.035092,30.682104,18781943278,4.4,60.00,营门口,餐饮服务;中餐厅;特色/地方风味餐厅
408,江湖标签串串香,火锅店,大悦路763号,104.005028,30.629406,19136279327;19141999929,4.5,59.00,中粮大悦城,餐饮服务;中餐厅;火锅店
409,花串串(龙安街店),火锅店,外双楠龙安街5号附17号(龙益苑南门旁),104.009672,30.649859,18349245363,4.4,45.00,双楠,餐饮服务;中餐厅;火锅店
410,花串串(簇桥店),中餐厅,金履三路8号附5号1层(簇桥地铁站D2口步行100米),103.988836,30.607878,18615713771,4.4,50.00,簇桥,餐饮服务;中餐厅;中餐厅
411,温馨串串(建设巷小吃街店),中餐厅,建设支巷80号,104.103644,30.67173,18030612928,4.4,37.00,建设路,餐饮服务;中餐厅;中餐厅
412,叫火锅串串香(太古里店),火锅店,东大街下东大街段36号1栋1单元1楼113号,104.079908,30.650968,17796419838,4.3,18.00,三圣,餐饮服务;中餐厅;火锅店
413,周记串串(世茂城店),火锅店,天鹅西湖南路409号,104.187419,30.576375,13160972320;18200385727,4.3,46.00,天府新区,餐饮服务;中餐厅;火锅店
414,周姑娘串串香(新都清源路店),中餐厅,清源路513号(金香领邸南区南门东南110米),104.171365,30.816233,13198520626,4.4,42.00,新都体育森林公园,餐饮服务;中餐厅;中餐厅
415,波波砂锅串串香总店,火锅店,东升街道金河路六段639号三里荟1号楼1楼,103.912625,30.551674,18780584581,4.6,78.00,四川天府新区,餐饮服务;中餐厅;火锅店
416,巴蜀香串串(华兴商寓店),火锅店,海椒市13号附2号,104.102257,30.638533,18080128848,4.4,35.00,海椒市,餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;火锅店
417,虹橋张记冷锅串串香(宽窄巷子店),餐饮相关,西二道街(西大街地铁站F1口步行200米),104.055657,30.672778,13438068371,4.3,37.00,长顺街,餐饮服务;餐饮相关场所;餐饮相关
418,花串串(泰和二街店),中餐厅,高新区泰和二街369号1层,104.051315,30.601002,18328645958;18428037348,4.4,74.00,[],餐饮服务;中餐厅;中餐厅
419,痴串串北城店(北成8号店),餐饮相关,万担仓路2-附12号,104.070695,30.681484,17386719525,4.2,55.00,江汉路,餐饮服务;餐饮相关场所;餐饮相关
420,森森冷锅串串香(战旗社区店),餐饮相关,双锦路2号附11号(西南财大地铁站D口步行390米),104.018652,30.673011,13540239703;18284567760,4.4,61.00,清江,餐饮服务;餐饮相关场所;餐饮相关
421,马旺子·川小馆(成都太古里店),四川菜(川菜),东糠市街1号(春熙路地铁站B口步行430米),104.083972,30.651319,028-64231923,4.7,133.00,东大街,餐饮服务;中餐厅;四川菜(川菜)
422,太平张醪糟·非物质文化遗产(都江堰总店),中餐厅,建设路178号,103.624198,30.999799,13438337957;18980781230,4.7,35.00,灌口,餐饮服务;中餐厅;中餐厅
423,西月城谭豆花(春熙路店),中餐厅,春熙路街道暑袜北二街56号1号,104.076475,30.659703,17844717803,4.7,19.00,春熙路,餐饮服务;中餐厅;中餐厅
424,魏斯理汉堡(成都金牛万达广场店),快餐厅,一环路北三段3号万达广场成都金牛店1层,104.075772,30.685571,028-84349936,4.7,51.00,金牛万达广场,餐饮服务;快餐厅;快餐厅
425,无名蹄花(成都总店),四川菜(川菜),青石桥北街18号,104.072583,30.654068,19938907065,4.6,42.00,春熙路,餐饮服务;中餐厅;四川菜(川菜)
426,王妈手撕烤兔(玉林一巷二巷玉林小吃街店),特色/地方风味餐厅,玉林横街8-10号(倪家桥地铁站E口步行380米),104.061956,30.626687,028-85554035,4.7,73.00,玉林,餐饮服务;中餐厅;特色/地方风味餐厅
427,老成都逸城鲜三样面,四川菜(川菜),过街楼街46号附6号、附8号(芙蓉饭店正对面),104.058999,30.669753,028-87320715,4.7,20.00,长顺街,餐饮服务;中餐厅;四川菜(川菜)
428,叶婆婆钵钵鸡(汇锦广场店),中餐厅,盛邦街98号汇锦广场步行街8栋1号附1号,104.05389,30.556581,19381901686,4.7,56.00,天府新区,餐饮服务;中餐厅;中餐厅
429,成都美食街(建设巷店),餐饮相关,猛追湾街道建设巷12号,104.102816,30.671142,13102213178,4.7,46.00,[],购物服务;特色商业街;特色商业街|餐饮服务;餐饮相关场所;餐饮相关
430,比格比萨自助(成都春熙路群光广场店),快餐厅,春熙路南段8号群光广场9层,104.076764,30.654124,028-86026832,4.6,71.00,春熙路,餐饮服务;快餐厅;快餐厅
431,柳浪湾临时小吃摊区,特色商业街,柳城街道西南财经大学东门柳浪湾北一街199号,103.827035,30.683176,[],4.8,48.00,柳城,购物服务;特色商业街;特色商业街
432,蒋六孃钵钵鸡四川小吃集合铺,特色/地方风味餐厅,步行街108号,104.079178,30.652521,18919572963;18980991178,4.5,30.00,大慈寺,餐饮服务;中餐厅;特色/地方风味餐厅
433,姜胖胖首尔自助烤肉·街头小吃大排档(科华店),外国餐厅,锦绣路36号2层附2(川大望江校区地铁站B口旁),104.074575,30.625325,028-84736833,4.7,77.00,磨子桥,餐饮服务;外国餐厅;外国餐厅
434,魏斯理汉堡(成都北城龙湖天街店),快餐厅,五块石西路1号龙湖成都北城天街(五块石地铁站D口旁),104.06481,30.70851,028-87775626,4.6,33.00,五块石,餐饮服务;快餐厅;快餐厅
435,小饕荟雅安贡椒鱼鲜馆(广福桥店),海鲜酒楼,广福路5号附34号,104.031571,30.642489,14708074796,4.7,84.00,高升桥,餐饮服务;中餐厅;海鲜酒楼
436,方中山胡辣汤(成都高新店),中餐厅,剑南大道中段1575号(民乐地铁站D口步行160米),104.046799,30.542952,18028458268,4.6,21.00,四川天府新区成都直管区,餐饮服务;中餐厅;中餐厅
437,钟晓敏老成都冒烤鸭(总店),中餐厅,内姜街50号附6号(太升南路地铁站B口),104.075584,30.663227,15882377290,4.6,37.00,顺城大街,餐饮服务;中餐厅;中餐厅
438,麦当劳(成都提督街餐厅),麦当劳,提督街99号1层1001号(恒大广场F1层),104.073845,30.660677,028-65036680,4.3,28.00,顺城大街,餐饮服务;快餐厅;麦当劳
439,姜胖胖首尔自助烤肉·街头小吃大排档(航空港店),韩国料理,西航港街道临港路四段1栋2楼48号,104.004446,30.57154,028-85803626,4.6,71.00,四川天府新区成都直管区,餐饮服务;外国餐厅;韩国料理
440,油篓街素椒杂酱面(春熙路太古里步行街店),中餐厅,油篓街41号(东门大桥地铁站D2口步行420米),104.083782,30.650739,15882333354,4.6,15.00,春熙路,餐饮服务;中餐厅;中餐厅
441,川堂火冒菜(春熙路店),中餐厅,中新街49号锦贸大厦B座F1层,104.075828,30.656865,13808092185,4.5,29.00,东大街,餐饮服务;中餐厅;中餐厅
442,达美乐比萨(成都万象城店),快餐厅,双庆路8号万象城A馆B126号,104.115341,30.650138,4001597597,4.3,75.00,万年场,餐饮服务;快餐厅;快餐厅
443,牛无名冒菜(春熙路总店),餐饮相关,走马街55号附2号,104.075483,30.653248,13488922887;4000175077,4.6,45.00,春熙路,餐饮服务;餐饮相关场所;餐饮相关
