spot_id,spot_name,spot_level,poi_category,address,longitude,latitude,rating,ticket_price_min,opening_hours_json,description,travel_tips,cultural_context,avg_visit_hours,area_tag
444,桂花龙窑博物馆,-,科教文化服务,桂花镇双红村14组1号,103.777377,31.033125,3.8,0,"{""open"":""9:00"",""close"":""17:00""}",科教文化服务;博物馆;博物馆,免费开放，游览约1小时。建议周末前往，可体验手工拉坯（另收费）。窑址在乡村，自驾更方便。,桂花龙窑为彭州宋代古窑遗址，沿用传统龙窑柴烧技艺，博物馆展示黑釉、兔毫盏等特色器物，传承川瓷记忆。,1.5,彭州市
445,成都乌木艺术博物馆,-,科教文化服务,青城大道中兴镇,103.61484,30.923442,4.0,0,"{""open"":""9:00"",""close"":""17:00""}",科教文化服务;博物馆;博物馆,门票约60元，游览1-2小时。建议下午去，光线适合观赏乌木纹理。馆内较阴凉，可带薄外套。,乌木（阴沉木）为川西河流沉积数千年形成的碳化古木。博物馆陈列巨型乌木雕刻，兼具自然奇观与巴蜀审美。,1.5,都江堰市
446,安仁古镇,4A,风景名胜,安仁镇,103.62403,30.505134,4.5,0,"{""open"":""全天""}",风景名胜;风景名胜;国家级景点,古镇免费，部分公馆需联票（约50元）。建议游览半天，傍晚灯光最美。节假日人多，平日体验更佳。,安仁古镇是中国博物馆小镇，拥有民国公馆建筑群与刘氏庄园，浓缩川西近代庄园文化与半殖民地时期地方精英生活。,3.5,大邑县
447,四川建川博物馆聚落,4A,科教文化服务,安仁古镇(西南角),103.619753,30.500369,4.7,50,"{""open"":""9:00"",""close"":""17:30""}",科教文化服务;博物馆;博物馆,门票约50元，游览需3-4小时。建议上午早到，分抗战、民俗、红色等系列展馆。园区大，穿舒适鞋。,建川博物馆聚落由樊建川创建，拥有数十座主题馆，收藏抗战、文革、抗震救灾等实物，是民间记忆与公共史学的重镇。,2.5,大邑县
448,安仁古镇-刘元瑄公馆,-,风景名胜,安仁镇安仁古镇(西北角),103.61828,30.508787,4.3,0,"{""open"":""9:00"",""close"":""17:00""}",风景名胜;风景名胜相关;旅游景点,公馆位于安仁古镇内，需购买古镇联票。游览约30分钟，建议结合刘氏庄园参观。室内木雕精美，注意保护。,刘元瑄为刘文彩之侄，其公馆建于民国，中西合璧风格，展示川西军阀家族宅邸布局与近代建筑装饰艺术。,0.8,大邑县
449,安仁古镇-陈月生公馆,-,风景名胜,安仁镇安仁古镇(西北角),103.618327,30.509071,4.2,0,"{""open"":""9:00"",""close"":""17:00""}",风景名胜;风景名胜相关;旅游景点,位于安仁古镇，需联票。游览30分钟，建议上午人少时参观。公馆内常设民国生活展，可拍照。,陈月生公馆为民国时期地方富商宅邸，体现安仁商业繁荣与公馆建筑群特色，现作为古镇文化展示空间开放。,0.8,大邑县
450,安仁古镇-张旭初公馆,-,风景名胜,安仁镇安仁古镇(西北角),103.615791,30.509942,4.1,0,"{""open"":""9:00"",""close"":""17:00""}",风景名胜;风景名胜相关;旅游景点,位于安仁古镇，需联票。游览20-30分钟，建议与周边公馆串联参观。内部庭院适合休憩，注意文物保护。,张旭初公馆是安仁民国公馆群之一，砖木结构、天井院落典型，反映川西民居与外来风格融合，见证古镇历史肌理。,0.8,大邑县
451,安仁古镇-袍哥楼,-,风景名胜,安仁古镇红星街33号,103.61864,30.510412,4.0,0,"{""open"":""9:00"",""close"":""17:00""}",风景名胜;风景名胜相关;旅游景点,建议上午游览，约1小时。可购买安仁古镇通票（含刘氏庄园等），袍哥楼为外观参观，无需单独门票。注意古镇内石板路湿滑。,袍哥楼是民国时期安仁镇袍哥组织（地方帮会）的活动据点，建筑中西合璧，反映了当时四川基层社会的特殊权力结构与帮会文化。,0.5,大邑县
452,安仁古镇-南华宫,-,风景名胜,红星街安仁古镇(西北角),103.618707,30.510646,4.0,0,"{""open"":""9:00"",""close"":""17:00""}",风景名胜;风景名胜相关;旅游景点,全天可参观，约30分钟。位于安仁古镇核心区，无需单独购票。可结合刘氏庄园、建川博物馆一起游览，建议穿舒适步行鞋。,南华宫是清代广东移民所建的会馆，供奉南华老祖（六祖慧能），是安仁古镇移民文化的重要见证，体现湖广填四川后的会馆建筑特色。,0.5,大邑县
453,安仁古镇-郑子权公馆,-,风景名胜,安仁镇安仁古镇(西北角),103.61858,30.508546,4.1,0,"{""open"":""9:00"",""close"":""17:00""}",风景名胜;风景名胜相关;旅游景点,建议上午或傍晚参观，约20分钟。属于安仁古镇公馆建筑群，部分公馆对外开放，需购通票。注意保持安静，尊重私人空间。,郑子权公馆建于民国时期，为当地乡绅宅邸，建筑融合川西民居与西式风格，是安仁古镇“公馆文化”的代表之一，见证了近代地方精英生活。,0.8,大邑县
454,安仁古镇-刘体中公馆,-,风景名胜,安仁镇安仁古镇(西北角),103.618579,30.508812,4.0,0,"{""open"":""9:00"",""close"":""17:00""}",风景名胜;风景名胜相关;旅游景点,建议上午游览，约20分钟。可购买安仁古镇联票（含多个公馆），单独参观不划算。注意公馆内木结构建筑禁止吸烟。,刘体中公馆为民国时期刘氏家族成员宅邸，刘氏家族是安仁望族，近代出过多位军政要员。公馆建筑精美，反映当时川西豪门的生活与权力网络。,0.8,大邑县
455,黄龙溪古镇-月亭,-,风景名胜,黄龙溪镇镇龙街78号黄龙溪古镇景区,103.970116,30.313286,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议傍晚游览，约30分钟。黄龙溪古镇免费进入，月亭为古镇内观景亭。夏季傍晚可在亭中纳凉，欣赏锦江夜景，注意防蚊。,月亭位于黄龙溪古镇核心区，是典型的川西园林亭阁。黄龙溪有1700多年历史，月亭所在区域曾是水运码头繁华地带，现为游客休憩观景之处。,0.5,双流区
456,古镇游乐院,-,风景名胜,镇龙街,103.971138,30.317212,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,适合亲子游，建议游玩1-2小时。古镇内小型游乐设施，按项目收费。周末人多，建议工作日前往。注意儿童安全，看管好随身物品。,古镇游乐院是黄龙溪古镇内依托传统街区设置的游乐场所，结合川西民俗元素，为游客提供休闲娱乐体验，反映古镇旅游从观光向互动体验的转型。,1.0,双流区
457,灌县古城,4A,风景名胜,灌口街道陈家巷,103.620012,30.998567,4.5,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议游玩半天，免费进入。与都江堰景区紧邻，可安排一日游。古城内可品尝灌县小吃，夜晚灯光更美。注意节假日人流量大。,灌县古城始建于明代，是都江堰市的老城核心区，保存有明清城墙、文庙、清真寺等历史建筑，是川西地区重要的历史文化名城，见证了都江堰水利工程的千年滋养。,2.0,都江堰市
458,五凤溪古镇,4A,风景名胜,五凤镇五凤溪景区,104.483152,30.605714,4.4,0,"{""open"":""全天""}",风景名胜;风景名胜;国家级景点,建议春季或秋季游览，游玩2-3小时。古镇免费，部分内部景点收费。可从成都东站乘大巴前往。注意山路弯道多，自驾需谨慎。,五凤溪古镇依山傍水，因五座山峰形似凤凰而得名，已有千年历史。曾是沱江航运重要码头，保存有大量明清建筑，是成都平原与川东地区商贸往来的历史见证。,3.0,金堂县
459,五凤溪古镇-尚义桥,-,风景名胜,小凤街五凤溪古镇景区五凤溪古镇景区内,104.483161,30.60691,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议上午游览，约15分钟。尚义桥位于五凤溪古镇内，免费通行。桥面较窄，注意礼让。雨后桥面湿滑，建议穿防滑鞋。,尚义桥是五凤溪古镇保存完好的清代石拱桥，横跨黄水河，连接古镇两岸。桥名取“崇尚义气”之意，展现了当地重视道义的传统价值观与古代桥梁建筑技艺。,0.5,金堂县
460,五凤溪古镇-玉水寨,-,风景名胜,五凤溪古镇内,104.48283,30.606946,4.1,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议上午或日落时分游览，约30分钟。玉水寨为五凤溪古镇内水景，免费。春秋季景色最佳，夏季注意防晒，冬季湿冷需保暖。,玉水寨是五凤溪古镇中利用自然溪流打造的景观节点，代表了川西古镇“水寨”形态。历史上五凤溪因水而兴，玉水寨所在区域曾为船工歇脚、货物转运之地。,0.5,金堂县
461,五凤溪古镇-贺家祠堂,-,风景名胜,五凤溪古镇,104.48407,30.603407,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议上午参观，约20分钟。贺家祠堂位于五凤溪古镇内，部分时间开放，可咨询当地游客中心。注意祠堂为木质结构，禁止明火。,贺家祠堂是五凤溪古镇贺氏家族祭祀祖先的场所，始建于清代。贺氏为当地望族，祠堂建筑具有典型川西宗祠风格，反映了中国传统宗族制度与移民社会的凝聚力。,0.8,金堂县
462,五凤溪古镇-凤池,-,风景名胜,五凤溪古镇内(西侧),104.479795,30.605628,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议春秋季游览，约30分钟。凤池为五凤溪古镇内池塘景观，免费。可结合古镇徒步路线，清晨水面倒影最美，适合摄影。,凤池是五凤溪古镇中心的一处人工池塘，因五凤溪“五凤朝阳”传说而得名。池水与古镇建筑相映成趣，是研究川西古镇水景营造与风水布局的重要实例。,0.5,金堂县
463,三道堰古镇,4A,风景名胜,永宁路南一段,103.915886,30.867179,4.4,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,建议夏季前往玩水，游玩2-3小时。古镇免费，但水上项目收费。从成都市区自驾约1小时。注意夏季汛期水位变化，遵守安全提示。,三道堰古镇地处徐堰河与柏条河交汇处，因古有“三道堰”水利设施而得名。作为川西著名水乡，其堰渠系统是都江堰灌区的重要组成部分，体现了古人治水智慧。,2.5,郫都区
464,夹关古镇,-,风景名胜,麻柳树客栈西,103.21195,30.2554,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,建议春秋季游览，游玩1-2小时。古镇免费，较为原生态。地处山区，交通不便，建议自驾。注意山区天气多变，备好雨具。,夹关古镇位于邛崃山脉腹地，自古为川藏茶马古道重要关隘，因两山夹峙、一水中流而得名。现存古街、古桥与碉楼，是研究古代商贸与军事防御体系的活化石。,2.0,邛崃市
465,西来古镇,4A,风景名胜,西来镇寻古街1号,103.510391,30.300515,4.3,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,建议春季（3-4月）赏柑橘花或秋季（9-10月）品果时前往，游玩1-2小时。古镇免费，可品尝特色血旺。注意周末游客较多，建议早到。,西来古镇始建于南北朝时期，因文风兴盛、文人辈出而得名“西来”。古镇保存有明清街巷和文风塔，是成都平原上典型的耕读文化古镇，见证了川西教育传统。,2.0,蒲江县
466,城厢古城,-,风景名胜,城厢镇大东街与公安街交叉口东50米,104.321624,30.855901,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议春秋季游览2-3小时，古镇免费开放。青白江城区可乘公交直达，古城内部分古迹（如绣川书院）需登记参观，周一闭馆。,城厢古城是成都平原少有的保存完整的县级古城格局，始建于宋代，拥有千年文脉，是著名哲学家贺麟故里，古城墙与西街老宅承载着川西市井记忆。,2.5,青白江区
467,火井古镇,-,风景名胜,康庄路与桂花街交叉口东南20米,103.237838,30.381468,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜|地名地址信息;热点地名;热点地名,春秋季最佳，游览约1-2小时。古镇免费，无门票。建议自驾前往，邛崃市区有班车。老街石板路湿滑，注意防滑。,火井古镇是古代天然气井所在地，是世界上最早发现并使用天然气的地方之一，素有“中国第一火井”之称，蕴含深厚的盐井文化和川西商贸历史。,1.5,邛崃市
468,石桥古镇,-,风景名胜,大街与和平横街交叉口东南40米,104.521744,30.421126,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,建议上午游览，时长2小时左右，免费开放。可从简阳城区乘公交前往，古镇内餐饮较少，建议自带饮水。,石桥古镇位于沱江畔，曾是川中重要水陆码头，明清时期商贾云集，现存老街区与吊脚楼展现了简阳码头商贸的昔日繁华。,1.5,简阳市
469,大同古镇,-,风景名胜,大龙路与邛水路交叉口西60米,103.337275,30.501025,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,春秋季适宜，游览约1-2小时，免费开放。自驾方便，道路较窄注意会车。古镇无门票，可顺游邛崃天台山。,大同古镇是邛崃山区保存较好的川西民居聚落，以清代木结构老屋和古朴街巷著称，反映了山乡场镇的生活传统与茶马古道支线的影响。,1.5,邛崃市
470,古镇磁峰,-,风景名胜,五省宫街与钟鼓楼路交叉口南20米,103.778489,31.102587,3.9,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,夏季避暑好去处，游览2小时，免费开放。彭州山区气候凉爽，建议带外套。自驾经彭白路可达，山路弯多需谨慎驾驶。,磁峰古镇地处彭州山区，因古时出产磁铁矿而得名，历史上为山区物资集散地，保留着川西山地场镇格局和土溪河畔的自然风光。,2.0,彭州市
471,西蜀古城,-,风景名胜,古城镇蜀汉中街90号,103.928511,30.895856,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;国家级景点,建议游览1-2小时，免费开放。可从郫都城区乘公交到达，古城内街道狭窄，建议步行参观，周边有农家乐可用餐。,西蜀古城又称“古城遗址”，位于郫都区古城镇，相传为古蜀国早期都邑之一，毗邻三道堰，承载了古蜀文明发祥地的深厚历史记忆。,2.0,郫都区
472,万年古镇,-,风景名胜,官仓路东100米,103.958894,31.132275,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,春秋季游览最佳，时长1-2小时，免费开放。自驾经彭州至白水河方向，古镇规模较小，可结合附近丹景山、白鹿镇一日游。,万年古镇位于彭州北部山区，因清代场镇历史而得名，地处湔江支流畔，是通往龙门山旅游带的重要节点，保留有老街和旧式民居。,1.5,彭州市
473,升庵古镇,-,风景名胜,升庵西路与石坝街交叉口西北20米,104.123079,30.854826,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,建议下午游览，时长1-2小时，免费开放。可乘地铁3号线至钟楼站后转公交，古镇与桂湖公园相连，可一并参观（桂湖需购票）。,升庵古镇因明代状元杨慎（号升庵）而得名，新都杨氏家族文风鼎盛，古镇内保留有杨升庵祠堂遗迹，是川西人文历史的重要纪念地。,2.0,新都区
474,万岁古城,-,风景名胜,新蒲路与和平上街交叉口东320米,103.747633,30.341155,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,春秋季游览，时长约1小时，免费开放。新津城区自驾约20分钟，古镇规模不大，可与观音寺、花舞人间等景点串联游览。,万岁古城相传为蜀汉时期诸葛亮屯兵之处，地处岷江冲积平原，古城遗址与周边田园风光相映，承载了新津地区三国时期的军事文化记忆。,1.5,新津区
475,弥牟古镇,-,风景名胜,弥牟下街与唐军路交叉口西南20米,104.206446,30.88484,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,建议游览1-2小时，免费开放。可从青白江城区乘公交到达，古镇以三国文化为特色，镇上有餐馆，适合半日游。,弥牟古镇是三国时期蜀汉屯兵重镇，现存旱八阵图遗址，是诸葛亮推演兵法的重要历史遗迹，被誉为“三国圣地”，文化价值极高。,1.5,青白江区
476,安仁古镇-安惠里古街,4A,风景名胜,安仁镇安惠里古街,103.627894,30.506747,4.5,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议游览2-3小时，安仁古镇整体免费，安惠里古街可自由漫步。建议春秋季前往，街内小吃众多，可品尝肥肠血旺。,安惠里古街是安仁古镇的核心老街，连接刘氏庄园与建川博物馆，青石板路两侧保留民国公馆建筑群，体现了川西近代庄园文化与商业交融。,2.0,大邑县
477,三道堰古镇牌坊,-,风景名胜,三道堰镇沙西线与沙三线交汇处,103.939521,30.852341,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议游览1小时，免费开放。牌坊是地标，可拍照打卡。郫都区乘公交可达，周边有河畔茶座，适合休闲半日游。,三道堰古镇因柏条河、徐堰河、走马河三条河堰而得名，牌坊为古镇标志性建筑，象征水乡门户，反映了川西水运与灌溉文化的悠久历史。,1.0,郫都区
478,五凤溪古镇-关圣宫,4A,风景名胜,五凤溪古镇,104.483294,30.607253,4.4,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,关圣宫位于五凤溪古镇内，古镇免费，登宫需爬坡，建议穿舒适鞋。春秋季最佳，游览2-3小时，可乘公交至金堂五凤镇。,关圣宫建于清代，是五凤溪古镇保存最完好的会馆建筑之一，供奉关羽，由湖广移民修建，见证了沱江码头商贸与移民文化的融合。,2.0,金堂县
479,黄龙溪古镇-老龙门,4A,风景名胜,黄龙溪镇镇龙街78号黄龙溪古镇景区,103.966909,30.321579,4.5,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,老龙门为黄龙溪古镇入口标志，古镇免费开放。建议避开节假日周末，夏季可戏水，游览3-4小时，成都市区乘公交或自驾可达。,黄龙溪老龙门是千年水码头古镇的正门，龙形雕塑与古榕树相映，象征黄龙溪“火龙”民俗传统，是川西坝子最著名的古镇文化地标之一。,2.5,双流区
480,铁溪古村,-,风景名胜,新邛路与成新蒲快速路交叉口东220米,103.764265,30.394061,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,建议自驾前往，游览约1-2小时，免费开放。村内道路为石板路，雨后湿滑注意安全，可结合新津梨花溪春季赏花。,铁溪古村是川西少有的保存完整的古村落，以清代川西民居和铁溪河古桥为特色，体现了农耕时代聚族而居的乡土建筑智慧。,1.0,新津区
481,城厢古镇茶花四组农民健身文化广场,-,风景名胜,建设路45号,104.320362,30.864497,3.8,0,"{""open"":""全天""}",风景名胜;公园广场;公园广场,免费开放，全天可游。建议春季或秋季傍晚前往，当地居民较多，适合体验乡村生活，注意蚊虫。,位于城厢古镇，是当地居民健身休闲的公共空间，体现了成都近郊乡村社区文化与古镇日常生活的融合。,0.5,青白江区
482,金沙古镇,-,风景名胜,黄忠路与金博路交叉口北100米,104.011825,30.685925,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,免费开放，建议白天游览2-3小时。古镇内街巷交错，可步行游览，注意部分区域为居民区，保持安静。,金沙古镇依托金沙遗址文化打造，再现古蜀文明风貌，是成都平原古蜀文化的重要展示窗口。,1.5,金牛区
483,安仁古镇-戏台,4A,风景名胜,安仁镇金桂街15号刘文辉旧居陈列馆内,103.626355,30.510311,4.5,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费参观，建议结合安仁古镇整体游览，安排半天时间。戏台常有民俗表演，可提前查询活动时间。,安仁古镇戏台是川西传统戏台建筑，承载着川剧等地方戏曲文化，是安仁民国风情与民俗活动的重要载体。,1.0,大邑县
484,泰安古镇-古黄鹤桥,-,风景名胜,驿道街青城后山,103.489324,30.922029,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费开放，建议上午前往，光线适合拍照。古桥周边道路较窄，注意安全，游览时长约1小时。,古黄鹤桥横跨味江河，是泰安古镇的标志性古桥，见证了青城山后山古驿道的历史交通与商贸往来。,1.5,都江堰市
485,海窝子古镇-金牌坊,-,风景名胜,通济镇鹿坪街8号,103.847013,31.118274,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费开放，建议白天游览，结合海窝子古镇整体行程。牌坊周围为步行区，注意保护古建筑。,金牌坊是海窝子古镇的历史地标，雕刻精美，体现了川西古镇的牌坊文化与明清时期的民间工艺。,1.5,彭州市
486,海窝子古镇-瞿上古都牌坊,-,风景名胜,通济镇鹿坪街11-12号海窝子古镇内(北侧),103.853185,31.125599,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,免费开放，建议与海窝子古镇其他景点串联游览，步行即可，游览时长约1小时，注意防晒。,瞿上古都牌坊纪念古蜀先民活动遗迹，海窝子相传为古蜀王柏灌、鱼凫故都，是古蜀文明发源地之一。,1.5,彭州市
487,都江堰景区,5A,风景名胜,公园路,103.610529,31.003363,4.7,80,"{""open"":""8:00"",""close"":""18:00""}",风景名胜;风景名胜;国家级景点,门票80元/人，建议游玩3-4小时。最佳时间为春秋两季，避开节假日高峰。景区较大，建议穿舒适鞋，可乘观光车。,都江堰是战国时期李冰父子主持修建的宏大水利工程，至今仍灌溉成都平原，是世界文化遗产和天府文化源头。,4.0,都江堰市
488,三道堰古镇-水乡文化广场,-,风景名胜,永宁路南一段三道堰古镇(东南角),103.917751,30.865045,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;城市广场,免费开放，建议傍晚游览，可欣赏水乡夜景。广场常有居民活动，适合休闲漫步，注意随身物品。,三道堰是川西著名水乡，水文化广场以水为魂，展现成都平原湿地水系与古堰灌溉文化的紧密联系。,1.0,郫都区
489,安仁古镇建川聚落-红色广场,-,风景名胜,安仁古镇迎宾路80号(近金桂公馆酒店)建川博物馆聚落内,103.619825,30.498875,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;城市广场,免费进入建川聚落区域，建议参观博物馆聚落时一并游览。红色广场适合拍照，注意开放时间。,建川聚落红色广场是安仁古镇近代史教育的重要场所，以红色文化为主题，纪念抗战与革命岁月。,1.0,大邑县
490,街子古镇,4A,风景名胜,惠丰路1号,103.550022,30.813673,4.5,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,古镇免费进入，部分小景点收费。建议游玩半天至一天，春秋最佳。周末人多，可选择平日前往，品尝特色小吃。,街子古镇是川西坝子保存完好的古镇之一，有千年古刹光严禅院，是唐代诗人唐求故里，文化底蕴深厚。,3.0,崇州市
491,平乐古镇,4A,风景名胜,福惠街136号,103.33049,30.34014,4.4,0,"{""open"":""全天""}",风景名胜;风景名胜;国家级景点,免费开放，建议游玩2-3小时，夏季可玩水。古镇街道较窄，注意拥挤，适合傍晚散步，品尝奶汤面。,平乐古镇是南方丝绸之路上的重要驿站，素有“一平二固三夹关”之称，保留大量川西民居与古桥古树。,3.5,邛崃市
492,泰安古镇,-,风景名胜,青城后山泰安古镇中段驿道街232号,103.490619,30.920645,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,免费开放，建议游玩半天。夏季避暑佳地，紧邻青城后山，可安排一日游。山路湿滑，注意穿防滑鞋。,泰安古镇位于青城后山脚下，历史悠久，自古为进山朝拜和商旅必经之地，有古寺泰安寺，环境清幽。,2.5,都江堰市
493,海窝子古镇,-,风景名胜,通济镇鹿坪街11-12号,103.852653,31.121621,4.1,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,免费开放，建议白天游览2小时。古镇沿湔江而建，可品尝当地冷水鱼，注意雨季水位变化。,海窝子古镇相传为古蜀王柏灌、鱼凫建都之地，是古蜀文明的重要发祥地，保留川西山地古镇风貌。,2.0,彭州市
494,临邛古城,3A,风景名胜,大北街与步行街交叉口西100米,103.464349,30.41284,4.3,0,"{""open"":""全天""}",风景名胜;风景名胜;省级景点,免费开放，建议游览半天。古城内有文君井等景点，可步行游览，注意保护历史遗迹，春秋季节最佳。,临邛古城为西汉才女卓文君故里，是南方丝绸之路西出成都第一城，有2300多年建城史，文化积淀深厚。,2.5,邛崃市
495,斜源共享小镇,-,风景名胜,出江镇斜源社区赵河坝,103.339915,30.619398,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,免费开放，建议游玩2-3小时。小镇位于山区，适合自驾，注意山路驾驶安全，夏季凉爽可避暑。,斜源共享小镇是近年打造的乡村振兴示范点，融合川西林盘文化与现代共享理念，体现成都城乡融合发展新貌。,2.0,大邑县
496,簇锦古镇,-,风景名胜,簇锦路224号,103.998277,30.607734,3.8,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,全天开放，建议游玩2-3小时，免费。古镇不大，适合傍晚散步，可顺道品尝周边地道川菜。注意部分院落为居民区，请勿打扰。,簇锦古镇是成都近郊保存较完好的川西传统场镇，以清末民初建筑和赶集文化著称，体现了老成都的市井生活与商贸传统。,1.0,武侯区
497,糖果乐园,-,风景名胜,锦尚大桥与国华街交叉口西120米,104.081247,30.579724,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园广场,适合亲子家庭，建议游玩半天。建议工作日前往人少，门票需现场或线上购买。注意游乐设施有身高限制，夏季注意防晒补水。,糖果乐园是锦江区大型室内外结合儿童主题乐园，以糖果造型和缤纷色彩吸引亲子游客，是成都新兴的休闲娱乐地标。,1.5,锦江区
498,交子·极限运动公园,-,风景名胜,锦华路三段786号,104.089601,30.576135,4.2,0,"{""open"":""9:00"",""close"":""21:00""}",风景名胜;风景名胜相关;旅游景点,全天开放，免费入场。建议傍晚或周末前往，运动设施较多。自带饮用水和护具，部分极限项目需专业装备，注意安全。,交子·极限运动公园以“交子”金融文化命名，融合滑板、攀岩等极限运动场地，体现成都年轻活力的城市气质与金融城片区的发展。,2.5,锦江区
499,锦城湖3号湖区,-,风景名胜,剑南大道西侧,104.042122,30.569117,4.3,0,"{""open"":""全天""}",风景名胜;公园广场;公园,全天开放，免费。建议清晨或黄昏游览，环湖步行约1-2小时。可租借共享单车，注意湖区部分区域禁止垂钓和游泳。,锦城湖3号湖区是成都环城生态带的重要节点，以湖泊湿地景观为主，承载城市绿肺功能，也是市民亲水休闲的典范。,1.5,武侯区
500,桂溪公园东区儿童滑梯,-,风景名胜,世纪城东路9号桂溪生态公园东区,104.071645,30.562526,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,适合亲子，建议上午或傍晚前往，免费开放。滑梯等设施较新，注意儿童安全，需家长陪同。周末人多，建议错峰。,桂溪公园东区儿童滑梯是成都绿道体系中的社区公园设施，体现公园城市理念下“全龄友好”的公共空间设计。,0.5,武侯区
501,桂溪生态公园-成都锦城绿道,-,风景名胜,桂溪生态公园东区内(东侧),104.078089,30.563592,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,全天开放，免费。建议骑行或步行，全程较长，可分段游览。最佳季节为春秋，注意防晒防蚊，绿道内有多处补给点。,桂溪生态公园是锦城绿道示范段，串联生态景观与运动休闲，是成都“公园城市”建设的标志性成果，展示天府绿道体系。,2.0,武侯区
502,天府立交西游园,-,风景名胜,天晖北街与天韵路交叉口北140米,104.065901,30.596808,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,全天开放，免费。小型街边游园，适合短暂休息或路过打卡。建议结合周边交子公园一同游览，注意车流较多。,天府立交西游园是立交桥下的口袋公园，以“西游”为主题雕塑，将传统神话融入现代城市高架空间，颇具趣味。,0.5,武侯区
503,成都SKP屋顶花园,-,风景名胜,成都SKP(锦城广场东地铁站A口步行70米),104.07017,30.570723,4.1,0,"{""open"":""10:00"",""close"":""22:00""}",风景名胜;公园广场;公园,建议傍晚前往欣赏城市夜景，免费进入。花园位于商场屋顶，需遵守商场营业时间（约10:00-22:00）。适合拍照，注意屋顶风大。,成都SKP屋顶花园是高端商业综合体之上的空中绿洲，融合现代景观设计与城市天际线，体现成都商业与生态融合的新潮流。,1.0,武侯区
504,美洲时尚体育公园,-,风景名胜,锦城大道与新园大道交叉口西南20米,104.032998,30.578191,4.0,0,"{""open"":""9:00"",""close"":""21:00""}",风景名胜;公园广场;公园,全天开放，部分场地收费。适合运动爱好者，建议下午或周末。可体验足球、篮球等项目，提前预约场地，注意运动安全。,美洲时尚体育公园是集运动、休闲、社交于一体的复合型体育空间，以时尚设计吸引年轻群体，反映成都体育消费新场景。,2.5,武侯区
505,交子公园轻松驿站,-,生活服务,锦云东三巷与科华南路交叉口西北60米,104.077617,30.581942,3.8,0,"{""open"":""全天""}",生活服务;生活服务场所;生活服务场所,,,0.5,武侯区
506,交子锦江公园,-,风景名胜,锦江公园(府城桥地铁站D口步行240米),104.077604,30.587589,4.3,0,"{""open"":""全天""}",风景名胜;公园广场;公园,全天开放，免费。适合散步、跑步或亲子游玩，建议傍晚时分景色佳。沿江步道较长，注意安全，可结合交子公园游览。,交子锦江公园位于锦江畔，以金融城为背景，融合滨水生态与都市景观，是成都锦江绿道的重要滨水节点。,1.5,武侯区
