rule_id,category,title,content,severity
182,住宿避坑,抚琴便宜藏雷,抚琴片区100-200元多招待所，烟火气足但卫生堪忧，自带床单，检查空调是否制冷。,high
183,住宿避坑,火车北站别住,火车北站及太升南路治安差，拉客多，低价房多为隔断间，财物易失，坚决不住。,high
184,住宿避坑,太升南路手机城,太升南路以手机维修闻名，酒店老旧且人员混杂，除非转车否则别订，房价再低也别贪。,high
185,住宿避坑,刷单评论要识破,预订平台看差评，若全是“位置好”无细节图，多半刷单。用携程/飞猪交叉比价，同一房差50元。,high
186,住宿避坑,图片滤镜防失真,酒店照片打光严重，订前搜“酒店名+实拍”小红书，重点看卫生间和窗户是否真实。,medium
187,住宿避坑,无窗房憋屈死,成都潮湿，无窗房发霉味重，预订时勾选“有窗”，到店发现无窗直接要求退款。,high
188,住宿避坑,噪音楼层问清,订房时电话问“靠马路还是小区”，临春熙路/宽窄巷子的房，选5层以上且双层玻璃。,medium
189,住宿避坑,空调加钱陷阱,部分老旅馆空调另收20-30元/晚，下单前看“费用说明”，入住先试遥控器。,medium
190,住宿避坑,押金收据留好,小酒店收100现金押金，退房时说“有损”，坚持要收据并拍房间视频自证。,high
191,住宿避坑,地铁口假距离,标注“距地铁200米”可能直线距离，实际绕行10分钟，用地图导航查步行时间。,medium
192,住宿避坑,半夜到先确认,凌晨落地成都，先订可24小时前台酒店，部分民宿无前台，提前电话确认值班。,high
193,住宿避坑,旺季提前三天退,节假日（国庆/糖酒会）房价翻倍，若行程变，提前3天可免费退，当天退扣全款。,medium
194,住宿避坑,毛巾杯子自带,快捷酒店毛巾消毒不彻底，自带一次性压缩毛巾，检查水杯有无茶渍。,low
195,住宿避坑,退房查隐形消费,退房时核对迷你吧，没喝也常被算账，入住时让前台当面清点并签字。,medium
196,亲子避坑,自然馆周一闭馆,成都自然博物馆周一闭馆，务必提前预约，选工作日早场人少，恐龙厅孩子最爱但需排队，建议开门直冲。,high
197,亲子避坑,科技馆预约抢票,四川科技馆免费但需提前3天凌晨抢票，带身份证入园，适合4岁以上，一楼航天区最热，先玩再逛。,high
198,亲子避坑,极地馆避开午间,海昌极地海洋公园上午10点前到，先看鲸豚表演，午后人多晒，企鹅馆冷气足，给孩子带薄外套。,medium
199,亲子避坑,欢乐谷选低幼区,欢乐谷儿童区适合1.2米以下，旋转木马和迷你过山车不排队，周末人多，建议自带防水围兜和替换衣。,medium
200,亲子避坑,宽窄巷子弃推车,宽窄巷子石板路颠簸，婴儿车难行，建议用背带，或直接打车去人民公园，孩子玩茶社更安全。,high
201,亲子避坑,锦里改走武侯祠,锦里路窄人多，推车寸步难行，改去武侯祠西侧园林，人少树荫多，还能看锦鲤，孩子更自在。,high
202,亲子避坑,儿童餐认准蒸蛋,川菜馆点蒸蛋、白灼虾、番茄丸子汤，避开辣椒，问清‘免辣’，多数火锅店有儿童套餐，自带辅食剪。,medium
203,亲子避坑,餐厅要儿童椅,热门餐厅如‘柴门饭儿’有儿童座椅，但需早到，建议电话预订时备注，没有就选带沙发的包间。,low
204,亲子避坑,午睡安排回酒店,每天12-14点回酒店午睡，别硬撑景点，睡醒再去博物馆或商场，孩子情绪稳定全家轻松。,high
205,亲子避坑,景点间留缓冲,上午一个大景点，下午一个小点，中间安排茶馆或商场休息，每段车程不超过40分钟，否则娃会闹。,high
206,亲子避坑,防走失穿亮色,人多场所给孩子穿亮黄/荧光绿外套，拍照记住当天衣服，约定‘找不到就找穿制服的人’。,high
207,亲子避坑,定位器必带,给娃戴儿童电话手表或定位器，设好电子围栏，锦里、宽窄巷子、地铁站信号差，提前测试。,high
208,亲子避坑,夏季防暑三件套,7-8月带小风扇、冰袖、藿香正气水，户外景点每1小时进室内吹空调，多喝水，防午后高温。,high
209,亲子避坑,冬季保暖要分层,成都冬天湿冷，穿三层：棉毛衫+抓绒+羽绒，帽子围巾必备，室内空调热，随时脱穿。,medium
210,亲子避坑,地铁比打车快,市区景点地铁最方便，2号线直达春熙路，带婴儿车走无障碍电梯，避开早晚高峰，打车易堵。,medium
211,亲子避坑,熊猫基地早去,看花花要7点前到门口，否则排队3小时，孩子会崩溃，推车只能停门口，建议带背带，走西大门人少。,high
212,亲子避坑,厕所找母婴室,商场和博物馆有母婴室，景区少，提前查‘成都母婴室地图’，包里带折叠尿垫和湿巾。,low
213,亲子避坑,零食法安抚神器,包里备山楂棒、小饼干、果泥，排队或哭闹时给一颗，但别给辣条或坚果，防呛噎。,low
214,亲子避坑,雨天备一次性雨衣,成都多夜雨，带轻便雨衣和鞋套，别打伞占手，推车加防水罩，雨天去科技馆最合适。,medium
215,亲子避坑,每日只排两项目,严格每天2个主要活动，上下午各一，留足机动时间，孩子累了就取消，别贪多，旅行是陪不是赶。,high
216,消费提醒,牛肉干辨伪三招,先看配料表首位须为牛肉，再查包装SC编号，最后扫防伪码。正规店认准‘张飞’‘灯影’等老字号，街边散装慎买。,high
217,消费提醒,火锅底料选品牌,别买三无透明袋装料，认准‘海底捞’‘桥头’‘德庄’等厂名厂址清晰、含QS/SC标志的产品。超市比景区店更靠谱。,medium
218,消费提醒,蜀绣认准双面绣,真蜀绣正反两面图案一致且针脚细密，手摸有丝滑感。去‘蜀锦织绣博物馆’或大型商场专柜，路边摊多是印花仿品。,high
219,消费提醒,装扮拍照先问价,宽窄巷子、锦里穿古装或与‘铜人’合影前，口头确认‘整套服装+道具+拍摄’总价，并录音或拍照留证，拒绝拍完再收费。,high
220,消费提醒,按摩足浴查执照,进店先看卫生许可证和营业执照，选明码标价在墙上的连锁品牌（如‘富侨’）。拉客的‘保健’店多涉黄宰客，直接拒绝。,high
221,消费提醒,酒吧KTV看酒单,入座前索要酒水单，确认无‘最低消费’‘开瓶费’‘服务费’字样。点单后核对账单，警惕‘天价果盘’，结账用手机录屏。,high
222,消费提醒,景区餐饮点餐先问,在锦里、宽窄巷子吃饭，先看菜单是否标‘时价’，点鱼/虾等称重菜时，要求当场称重并报总价，结账前核对明细。,medium
223,消费提醒,网约车拒绝加价,平台叫车后，司机要求加价或走‘快速通道’直接拒绝并投诉。上车核对车牌，导航选‘默认路线’，发现绕路立即录屏。,high
224,消费提醒,演出票官方渠道购,看川剧变脸或演唱会，只走大麦、猫眼或剧场官网。黄牛票假票多，且扫码后可能失效，别信‘内部票’‘加急票’。,high
225,消费提醒,购物保留小票凭证,所有特产、工艺品付款后索要盖章收据或发票，注明品名和金额。遇质量问题，凭凭证拨打12315，成都处理效率较高。,medium
226,交通出行,天府通乘地铁,下载天府通App并开通扫码乘车，进出站均需扫码，余额不足时无法进站，可在线充值。,high
227,交通出行,地铁景点覆盖,1号线到文殊院、2号线到春熙路/人民公园、3号线到熊猫基地（熊猫大道站）、4号线到宽窄巷子。,medium
228,交通出行,公交IC卡通用,天府通IC卡（含实体卡/NFC）可乘市区公交和地铁，享9折优惠，部分线路支持2小时免费换乘。,medium
229,交通出行,景区直通车班次,武侯祠/宽窄巷子至熊猫基地直通车8:00-16:00约30分钟一班，单程10元，末班返程18:00。,medium
230,交通出行,犀浦快铁都江堰,犀浦站乘城际C字头至都江堰约25分钟，票价10元，刷天府通卡可直接进站，无需购票。,high
231,交通出行,高铁去峨眉乐山,成都东站乘高铁至乐山约50分钟、至峨眉山约1小时，建议提前12306购票，节假日需抢票。,medium
232,交通出行,双流天府选机场,双流机场地铁10号线直达（市区约30分钟）；天府机场18号线快线（约50分钟），务必确认航站楼和机场。,high
233,交通出行,夜间公交替代,23:00地铁停运后，可乘夜间1-5路（如夜1路沿人民路）至凌晨，班次约20-30分钟，查询实时到站。,high
234,交通出行,共享单车禁骑区,天府广场、春熙路核心商圈及绕城内部分区域为禁停区，超出运营区停车将收调度费，骑行前查看App蓝框。,medium
235,交通出行,限行尾号外地车,工作日7:30-20:00绕城高速内限行，尾号轮换（周一1/6，周二2/7，周三3/8，周四4/9，周五5/0），外地车同限。,high
236,摄影避坑,IFS熊猫上午拍,早上9-11点人少且顺光，熊猫正脸清晰。下午逆光严重，且需排队2小时，建议工作日早去。,high
237,摄影避坑,太古里夜景蓝调时刻,日落后20分钟（约19:30-20:00）拍大慈寺与LED屏，天空呈深蓝。太晚灯光过曝，早于日落天空发白。,medium
238,摄影避坑,都江堰日出需查水位,日出前1小时到鱼嘴分水堤，需提前查都江堰水利工程放水时间，枯水期河床裸露，画面无气势。,medium
239,摄影避坑,青城山云海雨后清晨,前一天下雨、次日晴，早6点前到上清宫。云海概率最大，但山路湿滑，务必穿防滑鞋并带头灯。,medium
240,摄影避坑,九眼桥拍廊桥用长焦,在九眼桥东侧人行道用70-200mm镜头压缩空间，拍廊桥与倒影。别用广角，否则桥小且杂乱。,high
241,摄影避坑,339电视塔避开塔身灯,拍电视塔全景选猛追湾河对岸，晚上19:30塔身变光污染，建议用黑卡遮光或后期降高光。,medium
242,摄影避坑,龙泉山拍城市全景风向,选择西北风后晴天，能见度超15km。春秋季最佳，夏季雾霾重。山顶风大，需带重脚架和快门线。,high
243,摄影避坑,峨眉山金顶日出防雾,金顶日出受天气影响极大，提前看山顶实时监控。若多云，转拍云海佛光，别死等日出。,medium
244,摄影避坑,成都全域禁飞需申报,除双流机场净空区外，市中心、景区均禁飞无人机。如需航拍，须提前到军民航或景区管理处报备，否则没收罚款。,high
245,摄影避坑,青城山航拍需景区许可,青城山属道教圣地，非景区授权不得飞无人机。建议在山门口咨询游客中心，获许可后限高120米内。,high
246,摄影避坑,夜景三脚架防震动,成都地铁沿线震动大，如拍九眼桥或天府广场，选路边石墩或人行道远离车道，用脚架加重物并延时2秒拍摄。,high
247,摄影避坑,ISO不超800控噪点,拍太古里或锦里夜景，ISO尽量锁在100-400，用f/8光圈和5-10秒长曝光。超过800噪点明显，后期难救。,high
248,摄影避坑,宽窄巷子人像用慢门,周末人多，用1/15秒慢门拍背景人流虚化，人物保持静止。机位选窄巷子砖墙侧，避开灯笼直射光。,medium
249,摄影避坑,锦里红灯笼白平衡偏移,锦里灯笼色温偏暖，拍人像时白平衡调至5000K或手动偏移，否则肤色发黄。用反光板补冷光。,medium
250,摄影避坑,熊猫玻璃反光用偏振镜,在熊猫基地室内馆，将CPL偏振镜旋转至消除玻璃反光，同时镜头贴近玻璃（距离小于1cm），避免对焦失误。,high
